"Date","P/E"
"02-Jan-2017","       26.98"
"03-Jan-2017","       27.08"
"04-Jan-2017","       26.86"
"05-Jan-2017","       27.20"
"06-Jan-2017","       27.42"
"09-Jan-2017","       27.46"
"10-Jan-2017","       27.64"
"11-Jan-2017","       28.13"
"12-Jan-2017","       28.20"
"13-Jan-2017","       28.25"
"16-Jan-2017","       28.53"
"17-Jan-2017","       28.48"
"18-Jan-2017","       28.63"
"19-Jan-2017","       28.57"
"20-Jan-2017","       29.07"
"23-Jan-2017","       29.02"
"24-Jan-2017","       28.87"
"25-Jan-2017","       29.56"
"27-Jan-2017","       29.74"
"30-Jan-2017","       29.56"
"31-Jan-2017","       29.45"
"01-Feb-2017","       30.22"
"02-Feb-2017","       30.93"
"03-Feb-2017","       31.12"
"06-Feb-2017","       31.39"
"07-Feb-2017","       31.32"
"08-Feb-2017","       31.20"
"09-Feb-2017","       31.05"
"10-Feb-2017","       31.15"
"13-Feb-2017","       29.26"
"14-Feb-2017","       29.26"
"15-Feb-2017","       29.13"
"16-Feb-2017","       29.24"
"17-Feb-2017","       29.11"
"20-Feb-2017","       29.23"
"21-Feb-2017","       29.49"
"22-Feb-2017","       29.50"
"23-Feb-2017","       29.51"
"27-Feb-2017","       29.26"
"28-Feb-2017","       29.25"
"01-Mar-2017","       29.50"
"02-Mar-2017","       29.19"
"03-Mar-2017","       29.09"
"06-Mar-2017","       29.33"
"07-Mar-2017","       29.28"
"08-Mar-2017","       29.35"
"09-Mar-2017","       29.41"
"10-Mar-2017","       29.42"
"14-Mar-2017","       29.96"
"15-Mar-2017","       30.03"
"16-Mar-2017","       30.16"
"17-Mar-2017","       30.06"
"20-Mar-2017","       29.97"
"21-Mar-2017","       29.84"
"22-Mar-2017","       29.50"
"23-Mar-2017","       29.66"
"24-Mar-2017","       29.98"
"27-Mar-2017","       29.89"
"28-Mar-2017","       30.13"
"29-Mar-2017","       30.37"
"30-Mar-2017","       30.69"
"31-Mar-2017","       29.32"
"03-Apr-2017","       29.47"
"05-Apr-2017","       29.61"
"06-Apr-2017","       29.57"
"07-Apr-2017","       29.31"
"10-Apr-2017","       29.43"
"11-Apr-2017","       29.72"
"12-Apr-2017","       29.63"
"13-Apr-2017","       29.66"
"17-Apr-2017","       29.60"
"18-Apr-2017","       29.64"
"19-Apr-2017","       29.48"
"20-Apr-2017","       29.39"
"21-Apr-2017","       29.47"
"24-Apr-2017","       30.01"
"25-Apr-2017","       30.28"
"26-Apr-2017","       30.53"
"27-Apr-2017","       30.65"
"28-Apr-2017","       30.69"
"02-May-2017","       30.67"
"03-May-2017","       30.62"
"04-May-2017","       31.19"
"05-May-2017","       31.03"
"08-May-2017","       31.25"
"09-May-2017","       31.17"
"10-May-2017","       31.34"
"11-May-2017","       31.32"
"12-May-2017","       31.12"
"15-May-2017","       31.33"
"16-May-2017","       31.48"
"17-May-2017","       30.58"
"18-May-2017","       30.27"
"19-May-2017","       30.36"
"22-May-2017","       30.20"
"23-May-2017","       30.11"
"24-May-2017","       30.05"
"25-May-2017","       29.64"
"26-May-2017","       29.90"
"29-May-2017","       29.15"
"30-May-2017","       29.30"
"31-May-2017","       29.45"
"01-Jun-2017","       29.31"
"02-Jun-2017","       29.39"
"05-Jun-2017","       29.50"
"06-Jun-2017","       29.44"
"07-Jun-2017","       29.63"
"08-Jun-2017","       29.59"
"09-Jun-2017","       29.79"
"12-Jun-2017","       29.51"
"13-Jun-2017","       29.52"
"14-Jun-2017","       29.54"
"15-Jun-2017","       29.41"
"16-Jun-2017","       26.85"
"19-Jun-2017","       26.56"
"20-Jun-2017","       26.52"
"21-Jun-2017","       26.53"
"22-Jun-2017","       26.56"
"23-Jun-2017","       26.47"
"27-Jun-2017","       26.10"
"28-Jun-2017","       26.12"
"29-Jun-2017","       26.12"
"30-Jun-2017","       26.10"
"03-Jul-2017","       26.17"
"04-Jul-2017","       26.10"
"05-Jul-2017","       26.26"
"06-Jul-2017","       26.38"
"07-Jul-2017","       26.36"
"10-Jul-2017","       26.68"
"11-Jul-2017","       26.58"
"12-Jul-2017","       26.71"
"13-Jul-2017","       26.92"
"14-Jul-2017","       26.98"
"17-Jul-2017","       27.07"
"18-Jul-2017","       26.97"
"19-Jul-2017","       27.12"
"20-Jul-2017","       27.18"
"21-Jul-2017","       27.23"
"24-Jul-2017","       27.42"
"25-Jul-2017","       27.53"
"26-Jul-2017","       27.70"
"27-Jul-2017","       28.22"
"28-Jul-2017","       28.09"
"31-Jul-2017","       28.42"
"01-Aug-2017","       28.39"
"02-Aug-2017","       27.81"
"03-Aug-2017","       27.36"
"04-Aug-2017","       27.66"
"07-Aug-2017","       27.87"
"08-Aug-2017","       27.53"
