"Date","P/E"
"01-Jan-2013","       15.57"
"02-Jan-2013","       15.73"
"03-Jan-2013","       15.72"
"04-Jan-2013","       15.73"
"07-Jan-2013","       15.64"
"08-Jan-2013","       15.66"
"09-Jan-2013","       15.62"
"10-Jan-2013","       15.73"
"11-Jan-2013","       15.50"
"14-Jan-2013","       15.68"
"15-Jan-2013","       15.72"
"16-Jan-2013","       15.42"
"17-Jan-2013","       15.43"
"18-Jan-2013","       15.30"
"21-Jan-2013","       15.26"
"22-Jan-2013","       15.17"
"23-Jan-2013","       15.24"
"24-Jan-2013","       15.13"
"25-Jan-2013","       15.29"
"28-Jan-2013","       15.38"
"29-Jan-2013","       15.31"
"30-Jan-2013","       15.37"
"31-Jan-2013","       14.98"
"01-Feb-2013","       14.86"
"04-Feb-2013","       14.85"
"05-Feb-2013","       14.76"
"06-Feb-2013","       14.70"
"07-Feb-2013","       14.62"
"08-Feb-2013","       14.53"
"11-Feb-2013","       14.64"
"12-Feb-2013","       14.72"
"13-Feb-2013","       14.70"
"14-Feb-2013","       14.61"
"15-Feb-2013","       14.62"
"18-Feb-2013","       14.75"
"19-Feb-2013","       14.82"
"20-Feb-2013","       14.76"
"21-Feb-2013","       14.40"
"22-Feb-2013","       14.41"
"25-Feb-2013","       14.38"
"26-Feb-2013","       14.15"
"27-Feb-2013","       14.25"
"28-Feb-2013","       13.72"
"01-Mar-2013","       13.78"
"04-Mar-2013","       13.82"
"05-Mar-2013","       14.08"
"06-Mar-2013","       14.18"
"07-Mar-2013","       14.29"
"08-Mar-2013","       14.57"
"11-Mar-2013","       14.54"
"12-Mar-2013","       14.40"
"13-Mar-2013","       14.07"
"14-Mar-2013","       14.36"
"15-Mar-2013","       14.12"
"18-Mar-2013","       14.02"
"19-Mar-2013","       13.75"
"20-Mar-2013","       13.45"
"21-Mar-2013","       13.43"
"22-Mar-2013","       13.39"
"25-Mar-2013","       13.29"
"26-Mar-2013","       13.34"
"28-Mar-2013","       13.58"
"01-Apr-2013","       13.66"
"02-Apr-2013","       13.78"
"03-Apr-2013","       13.57"
"04-Apr-2013","       13.31"
"05-Apr-2013","       13.27"
"08-Apr-2013","       13.17"
"09-Apr-2013","       13.07"
"10-Apr-2013","       13.30"
"11-Apr-2013","       13.52"
"12-Apr-2013","       13.65"
"15-Apr-2013","       13.78"
"16-Apr-2013","       14.20"
"17-Apr-2013","       14.33"
"18-Apr-2013","       14.70"
"22-Apr-2013","       15.04"
"23-Apr-2013","       15.00"
"25-Apr-2013","       15.19"
"26-Apr-2013","       14.80"
"29-Apr-2013","       14.80"
"30-Apr-2013","       14.75"
"02-May-2013","       14.92"
"03-May-2013","       14.55"
"06-May-2013","       14.55"
"07-May-2013","       14.83"
"08-May-2013","       14.84"
"09-May-2013","       14.72"
"10-May-2013","       14.92"
"11-May-2013","       14.95"
"13-May-2013","       14.71"
"14-May-2013","       14.70"
"15-May-2013","       15.28"
"16-May-2013","       15.27"
"17-May-2013","       15.36"
"20-May-2013","       15.21"
"21-May-2013","       15.07"
"22-May-2013","       15.09"
"23-May-2013","       14.66"
"24-May-2013","       14.82"
"27-May-2013","       15.04"
