"Date","P/E"
"01-Jan-2002","        6.86"
"02-Jan-2002","        6.92"
"03-Jan-2002","        7.11"
"04-Jan-2002","        7.12"
"07-Jan-2002","        6.99"
"08-Jan-2002","        6.92"
"09-Jan-2002","        7.09"
"10-Jan-2002","        7.08"
"11-Jan-2002","        7.03"
"14-Jan-2002","        7.38"
"15-Jan-2002","        7.34"
"16-Jan-2002","        7.39"
"17-Jan-2002","        7.40"
"18-Jan-2002","        7.47"
"21-Jan-2002","        7.39"
"22-Jan-2002","        7.45"
"23-Jan-2002","        7.39"
"24-Jan-2002","        7.25"
"25-Jan-2002","        7.25"
"28-Jan-2002","        7.40"
"29-Jan-2002","        7.27"
"30-Jan-2002","        7.30"
"31-Jan-2002","        7.23"
"01-Feb-2002","        7.28"
"04-Feb-2002","        7.46"
"05-Feb-2002","        7.42"
"06-Feb-2002","        7.96"
"07-Feb-2002","        8.07"
"08-Feb-2002","        8.20"
"11-Feb-2002","        8.23"
"12-Feb-2002","        8.18"
"13-Feb-2002","        8.33"
"14-Feb-2002","        8.54"
"15-Feb-2002","        8.71"
"18-Feb-2002","        8.80"
"19-Feb-2002","        8.49"
"20-Feb-2002","        8.49"
"21-Feb-2002","        8.61"
"22-Feb-2002","        8.76"
"25-Feb-2002","        8.75"
"26-Feb-2002","        8.94"
"27-Feb-2002","        8.79"
"28-Feb-2002","        8.15"
"01-Mar-2002","        8.42"
"04-Mar-2002","        8.49"
"05-Mar-2002","        8.43"
"06-Mar-2002","        8.42"
"07-Mar-2002","        8.45"
"08-Mar-2002","        8.42"
"11-Mar-2002","        8.34"
"12-Mar-2002","        8.23"
"13-Mar-2002","        8.26"
"14-Mar-2002","        8.28"
"15-Mar-2002","        8.41"
"18-Mar-2002","        8.43"
"19-Mar-2002","        8.39"
"20-Mar-2002","        8.31"
"21-Mar-2002","        8.25"
"22-Mar-2002","        8.21"
"26-Mar-2002","        8.20"
"27-Mar-2002","        8.23"
"28-Mar-2002","        8.19"
"01-Apr-2002","        5.62"
"02-Apr-2002","        5.57"
"03-Apr-2002","        5.51"
"04-Apr-2002","        5.52"
"05-Apr-2002","        5.51"
"08-Apr-2002","        5.59"
"09-Apr-2002","        5.54"
"10-Apr-2002","        5.55"
"11-Apr-2002","        5.61"
"12-Apr-2002","        5.63"
"15-Apr-2002","        5.61"
"16-Apr-2002","        5.61"
"17-Apr-2002","        5.64"
"18-Apr-2002","        5.67"
"19-Apr-2002","        5.60"
"22-Apr-2002","        5.56"
"23-Apr-2002","        5.57"
"24-Apr-2002","        5.59"
"25-Apr-2002","        5.60"
"26-Apr-2002","        5.51"
"29-Apr-2002","        5.37"
"30-Apr-2002","        5.38"
"02-May-2002","        5.37"
"03-May-2002","        5.39"
"06-May-2002","        5.42"
"07-May-2002","        5.47"
"08-May-2002","        5.51"
"09-May-2002","        5.52"
"10-May-2002","        5.51"
"13-May-2002","        5.51"
"14-May-2002","        5.54"
"15-May-2002","        5.47"
"16-May-2002","        5.38"
"17-May-2002","        5.36"
"20-May-2002","        5.27"
"21-May-2002","        5.27"
"22-May-2002","        5.24"
"23-May-2002","        5.18"
"24-May-2002","        5.29"
"27-May-2002","        5.27"
"28-May-2002","        5.24"
"29-May-2002","        5.26"
"30-May-2002","        5.26"
"31-May-2002","        6.33"
"03-Jun-2002","        6.37"
"04-Jun-2002","        6.35"
"05-Jun-2002","        6.55"
"06-Jun-2002","        6.72"
"07-Jun-2002","        6.61"
"10-Jun-2002","        6.79"
"11-Jun-2002","        6.99"
"12-Jun-2002","        7.09"
"13-Jun-2002","        6.94"
"14-Jun-2002","        6.87"
"17-Jun-2002","        6.96"
"18-Jun-2002","        6.97"
"19-Jun-2002","        6.84"
"20-Jun-2002","        6.90"
"21-Jun-2002","        6.81"
"24-Jun-2002","        6.76"
"25-Jun-2002","        6.70"
"26-Jun-2002","        6.62"
"27-Jun-2002","        6.58"
"28-Jun-2002","        6.67"
"01-Jul-2002","        6.78"
"02-Jul-2002","        6.84"
"03-Jul-2002","        6.89"
"04-Jul-2002","        6.87"
"05-Jul-2002","        6.87"
"08-Jul-2002","        6.86"
"09-Jul-2002","        6.85"
"10-Jul-2002","        6.86"
"11-Jul-2002","        6.73"
"12-Jul-2002","        6.72"
"15-Jul-2002","        6.66"
"16-Jul-2002","        6.59"
"17-Jul-2002","        6.59"
