"Date","P/E"
"02-Jan-2012","       20.99"
"03-Jan-2012","       21.46"
"04-Jan-2012","       21.36"
"05-Jan-2012","       21.28"
"06-Jan-2012","       21.21"
"07-Jan-2012","       21.24"
"09-Jan-2012","       21.23"
"10-Jan-2012","       21.38"
"11-Jan-2012","       21.10"
"12-Jan-2012","       19.83"
"13-Jan-2012","       19.01"
"16-Jan-2012","       19.40"
"17-Jan-2012","       19.44"
"18-Jan-2012","       19.03"
"19-Jan-2012","       18.97"
"20-Jan-2012","       18.98"
"23-Jan-2012","       19.02"
"24-Jan-2012","       18.77"
"25-Jan-2012","       19.01"
"27-Jan-2012","       19.31"
"30-Jan-2012","       19.21"
"31-Jan-2012","       19.50"
"01-Feb-2012","       19.49"
"02-Feb-2012","       19.82"
"03-Feb-2012","       20.01"
"06-Feb-2012","       20.21"
"07-Feb-2012","       20.01"
"08-Feb-2012","       20.35"
"09-Feb-2012","       20.60"
"10-Feb-2012","       20.54"
"13-Feb-2012","       20.59"
"14-Feb-2012","       20.60"
"15-Feb-2012","       20.95"
"16-Feb-2012","       21.10"
"17-Feb-2012","       21.42"
"21-Feb-2012","       21.43"
"22-Feb-2012","       21.47"
"23-Feb-2012","       21.43"
"24-Feb-2012","       21.56"
"27-Feb-2012","       21.12"
"28-Feb-2012","       21.01"
"29-Feb-2012","       21.12"
"01-Mar-2012","       20.94"
"02-Mar-2012","       20.88"
"03-Mar-2012","       20.93"
"05-Mar-2012","       20.68"
"06-Mar-2012","       20.85"
"07-Mar-2012","       21.01"
"09-Mar-2012","       21.00"
"12-Mar-2012","       20.79"
"13-Mar-2012","       20.96"
"14-Mar-2012","       20.86"
"15-Mar-2012","       20.87"
"16-Mar-2012","       20.82"
"19-Mar-2012","       20.51"
"20-Mar-2012","       20.57"
"21-Mar-2012","       20.89"
"22-Mar-2012","       20.61"
"23-Mar-2012","       20.91"
"26-Mar-2012","       20.61"
"27-Mar-2012","       20.83"
"28-Mar-2012","       20.65"
"29-Mar-2012","       20.38"
"30-Mar-2012","       20.86"
"02-Apr-2012","       20.96"
"03-Apr-2012","       20.97"
"04-Apr-2012","       20.94"
"09-Apr-2012","       20.70"
"10-Apr-2012","       20.48"
"11-Apr-2012","       20.54"
"12-Apr-2012","       20.32"
"13-Apr-2012","       17.85"
"16-Apr-2012","       17.76"
"17-Apr-2012","       17.91"
"18-Apr-2012","       17.89"
"19-Apr-2012","       18.03"
"20-Apr-2012","       18.00"
"23-Apr-2012","       17.47"
"24-Apr-2012","       18.24"
"25-Apr-2012","       18.00"
"26-Apr-2012","       18.07"
"27-Apr-2012","       18.21"
"28-Apr-2012","       18.22"
"30-Apr-2012","       18.66"
"02-May-2012","       18.76"
"03-May-2012","       18.88"
"04-May-2012","       18.69"
"07-May-2012","       18.65"
"08-May-2012","       18.08"
"09-May-2012","       17.92"
"10-May-2012","       17.90"
"11-May-2012","       17.75"
"14-May-2012","       17.86"
"15-May-2012","       18.17"
"16-May-2012","       17.91"
"17-May-2012","       17.91"
"18-May-2012","       17.90"
"21-May-2012","       17.68"
"22-May-2012","       17.76"
"23-May-2012","       17.79"
"24-May-2012","       17.91"
"25-May-2012","       17.89"
"28-May-2012","       18.00"
"29-May-2012","       18.20"
"30-May-2012","       18.28"
"31-May-2012","       18.27"
"01-Jun-2012","       17.95"
"04-Jun-2012","       17.64"
"05-Jun-2012","       17.71"
"06-Jun-2012","       18.09"
"07-Jun-2012","       18.15"
"08-Jun-2012","       18.05"
"11-Jun-2012","       18.02"
"12-Jun-2012","       18.18"
"13-Jun-2012","       18.25"
"14-Jun-2012","       18.31"
"15-Jun-2012","       18.52"
"18-Jun-2012","       18.36"
"19-Jun-2012","       18.33"
"20-Jun-2012","       18.27"
"21-Jun-2012","       18.25"
"22-Jun-2012","       18.20"
"25-Jun-2012","       18.11"
"26-Jun-2012","       18.08"
"27-Jun-2012","       18.25"
"28-Jun-2012","       18.29"
"29-Jun-2012","       18.55"
"02-Jul-2012","       18.48"
"03-Jul-2012","       18.38"
"04-Jul-2012","       18.34"
"05-Jul-2012","       18.35"
"06-Jul-2012","       18.20"
"09-Jul-2012","       18.17"
"10-Jul-2012","       18.29"
"11-Jul-2012","       18.27"
"12-Jul-2012","       17.33"
"13-Jul-2012","       16.42"
"16-Jul-2012","       16.03"
"17-Jul-2012","       15.97"
"18-Jul-2012","       16.05"
