"Date","P/E"
"01-Jan-1999","       52.03"
"04-Jan-1999","       54.07"
"05-Jan-1999","       55.96"
"06-Jan-1999","       57.91"
"07-Jan-1999","       59.18"
"08-Jan-1999","       61.43"
"11-Jan-1999","       63.19"
"12-Jan-1999","       66.07"
"13-Jan-1999","       70.99"
"14-Jan-1999","       74.91"
"15-Jan-1999","       72.88"
"18-Jan-1999","       73.27"
"19-Jan-1999","       74.59"
"21-Jan-1999","       79.35"
"22-Jan-1999","       81.60"
"25-Jan-1999","       83.93"
"27-Jan-1999","       88.26"
"28-Jan-1999","       84.11"
"29-Jan-1999","       83.05"
"01-Feb-1999","       79.87"
"02-Feb-1999","       78.37"
"03-Feb-1999","       80.17"
"04-Feb-1999","       78.46"
"05-Feb-1999","       79.18"
"08-Feb-1999","       79.51"
"09-Feb-1999","       80.81"
"10-Feb-1999","       81.92"
"11-Feb-1999","       82.26"
"12-Feb-1999","       82.93"
"15-Feb-1999","       82.90"
"16-Feb-1999","       84.01"
"17-Feb-1999","       86.13"
"18-Feb-1999","       87.21"
"19-Feb-1999","       86.40"
"22-Feb-1999","       83.89"
"23-Feb-1999","       82.33"
"24-Feb-1999","       84.56"
"25-Feb-1999","       85.83"
"26-Feb-1999","       85.69"
"27-Feb-1999","       92.66"
"01-Mar-1999","       99.13"
"03-Mar-1999","      104.66"
"04-Mar-1999","      100.48"
"05-Mar-1999","      101.14"
"08-Mar-1999","      101.23"
"09-Mar-1999","      101.97"
"10-Mar-1999","      101.84"
"11-Mar-1999","       99.91"
"12-Mar-1999","      105.86"
"15-Mar-1999","      110.75"
"16-Mar-1999","      111.35"
"17-Mar-1999","      107.67"
"19-Mar-1999","      103.61"
"22-Mar-1999","      104.56"
"23-Mar-1999","      102.62"
"24-Mar-1999","       98.47"
"26-Mar-1999","       96.18"
"30-Mar-1999","       98.67"
"31-Mar-1999","      104.00"
"01-Apr-1999","      103.45"
"05-Apr-1999","       97.46"
"06-Apr-1999","       95.85"
"07-Apr-1999","       96.90"
"08-Apr-1999","       95.11"
"09-Apr-1999","       89.59"
"12-Apr-1999","       89.71"
"13-Apr-1999","       88.60"
"15-Apr-1999","       84.06"
"16-Apr-1999","       90.16"
"17-Apr-1999","       84.77"
"19-Apr-1999","       87.46"
"20-Apr-1999","       88.57"
"21-Apr-1999","       90.40"
"22-Apr-1999","       88.21"
"23-Apr-1999","       86.38"
"26-Apr-1999","       81.62"
"28-Apr-1999","       80.98"
"29-Apr-1999","       82.96"
"03-May-1999","       86.04"
"04-May-1999","       91.34"
"05-May-1999","       96.71"
"06-May-1999","      100.23"
"07-May-1999","      101.52"
"10-May-1999","       99.50"
"11-May-1999","      100.28"
"12-May-1999","       97.22"
"13-May-1999","       98.80"
"14-May-1999","       98.73"
"17-May-1999","       95.98"
