"Date","P/E"
"04-Jan-2010","       23.31"
"05-Jan-2010","       23.57"
"06-Jan-2010","       23.59"
"07-Jan-2010","       23.51"
"08-Jan-2010","       23.43"
"11-Jan-2010","       23.45"
"12-Jan-2010","       23.28"
"13-Jan-2010","       23.38"
"14-Jan-2010","       23.50"
"15-Jan-2010","       23.46"
"18-Jan-2010","       23.57"
"19-Jan-2010","       23.35"
"20-Jan-2010","       23.06"
"21-Jan-2010","       22.50"
"22-Jan-2010","       22.24"
"25-Jan-2010","       21.70"
"27-Jan-2010","       21.03"
"28-Jan-2010","       21.09"
"29-Jan-2010","       21.00"
"01-Feb-2010","       21.07"
"02-Feb-2010","       20.77"
"03-Feb-2010","       21.21"
"04-Feb-2010","       20.84"
"05-Feb-2010","       20.18"
"06-Feb-2010","       20.35"
"08-Feb-2010","       20.36"
"09-Feb-2010","       20.50"
"10-Feb-2010","       20.35"
"11-Feb-2010","       20.65"
"15-Feb-2010","       20.54"
"16-Feb-2010","       20.77"
"17-Feb-2010","       21.02"
"18-Feb-2010","       20.91"
"19-Feb-2010","       20.72"
"22-Feb-2010","       20.77"
"23-Feb-2010","       20.83"
"24-Feb-2010","       20.78"
"25-Feb-2010","       20.79"
"26-Feb-2010","       20.92"
"02-Mar-2010","       21.33"
"03-Mar-2010","       21.63"
"04-Mar-2010","       21.59"
"05-Mar-2010","       21.63"
"08-Mar-2010","       21.80"
"09-Mar-2010","       21.70"
"10-Mar-2010","       21.77"
"11-Mar-2010","       21.84"
"12-Mar-2010","       21.86"
"15-Mar-2010","       21.82"
"16-Mar-2010","       22.12"
"17-Mar-2010","       22.26"
"18-Mar-2010","       22.32"
"19-Mar-2010","       22.39"
"22-Mar-2010","       22.15"
"23-Mar-2010","       22.23"
"25-Mar-2010","       22.38"
"26-Mar-2010","       22.47"
"29-Mar-2010","       22.56"
"30-Mar-2010","       22.39"
"31-Mar-2010","       22.33"
"01-Apr-2010","       22.52"
"05-Apr-2010","       22.85"
"06-Apr-2010","       22.84"
"07-Apr-2010","       22.88"
"08-Apr-2010","       22.96"
"09-Apr-2010","       23.21"
"12-Apr-2010","       23.11"
"13-Apr-2010","       23.04"
"15-Apr-2010","       22.83"
"16-Apr-2010","       22.78"
"19-Apr-2010","       22.58"
"20-Apr-2010","       22.71"
"21-Apr-2010","       22.78"
"22-Apr-2010","       22.88"
"23-Apr-2010","       23.03"
"26-Apr-2010","       23.11"
"27-Apr-2010","       22.45"
"28-Apr-2010","       22.05"
"29-Apr-2010","       22.22"
"30-Apr-2010","       22.29"
"03-May-2010","       22.06"
"04-May-2010","       21.74"
"05-May-2010","       21.64"
"06-May-2010","       21.50"
"07-May-2010","       21.19"
"10-May-2010","       21.92"
"11-May-2010","       21.68"
"12-May-2010","       21.77"
"13-May-2010","       21.86"
"14-May-2010","       21.26"
"17-May-2010","       21.12"
"18-May-2010","       21.14"
"19-May-2010","       20.53"
"20-May-2010","       20.65"
"21-May-2010","       20.58"
"24-May-2010","       20.63"
"25-May-2010","       20.06"
"26-May-2010","       20.52"
"27-May-2010","       20.88"
"28-May-2010","       21.22"
"31-May-2010","       21.30"
"01-Jun-2010","       20.81"
"02-Jun-2010","       21.02"
"03-Jun-2010","       21.40"
"04-Jun-2010","       21.50"
"07-Jun-2010","       21.11"
"08-Jun-2010","       20.91"
"09-Jun-2010","       20.97"
"10-Jun-2010","       21.30"
"11-Jun-2010","       21.44"
"14-Jun-2010","       21.77"
"15-Jun-2010","       21.87"
"16-Jun-2010","       21.92"
"17-Jun-2010","       22.09"
"18-Jun-2010","       22.04"
"21-Jun-2010","       22.42"
"22-Jun-2010","       22.27"
"23-Jun-2010","       22.29"
"24-Jun-2010","       22.28"
"25-Jun-2010","       22.07"
"28-Jun-2010","       22.34"
"29-Jun-2010","       22.01"
"30-Jun-2010","       22.25"
"01-Jul-2010","       21.99"
"02-Jul-2010","       21.93"
"05-Jul-2010","       21.93"
"06-Jul-2010","       22.15"
"07-Jul-2010","       21.95"
"08-Jul-2010","       22.18"
"09-Jul-2010","       22.42"
"12-Jul-2010","       22.56"
"13-Jul-2010","       22.63"
"14-Jul-2010","       22.57"
"15-Jul-2010","       22.54"
"16-Jul-2010","       22.61"
"19-Jul-2010","       22.61"
"20-Jul-2010","       22.53"
"21-Jul-2010","       22.66"
"22-Jul-2010","       22.75"
"23-Jul-2010","       22.78"
"26-Jul-2010","       22.53"
"27-Jul-2010","       22.58"
"28-Jul-2010","       22.44"
"29-Jul-2010","       22.49"
"30-Jul-2010","       22.31"
"02-Aug-2010","       22.91"
"03-Aug-2010","       22.95"
"04-Aug-2010","       23.07"
"05-Aug-2010","       22.98"
"06-Aug-2010","       22.95"
"09-Aug-2010","       23.00"
"10-Aug-2010","       22.89"
"11-Aug-2010","       22.72"
"12-Aug-2010","       22.71"
"13-Aug-2010","       22.86"
"16-Aug-2010","       22.76"
"17-Aug-2010","       22.75"
"18-Aug-2010","       23.02"
"19-Aug-2010","       23.28"
"20-Aug-2010","       23.24"
"23-Aug-2010","       23.29"
"24-Aug-2010","       23.13"
"25-Aug-2010","       22.98"
"26-Aug-2010","       23.05"
"27-Aug-2010","       22.76"
"30-Aug-2010","       22.78"
"31-Aug-2010","       22.73"
"01-Sep-2010","       23.02"
"02-Sep-2010","       23.08"
"03-Sep-2010","       23.05"
"06-Sep-2010","       23.46"
"07-Sep-2010","       23.58"
"08-Sep-2010","       23.59"
"09-Sep-2010","       23.73"
"13-Sep-2010","       24.32"
"14-Sep-2010","       24.47"
"15-Sep-2010","       24.74"
"16-Sep-2010","       24.61"
"17-Sep-2010","       24.84"
"20-Sep-2010","       25.25"
"21-Sep-2010","       25.37"
"22-Sep-2010","       25.29"
"23-Sep-2010","       25.16"
"24-Sep-2010","       25.41"
"27-Sep-2010","       25.48"
"28-Sep-2010","       25.45"
"29-Sep-2010","       25.29"
"30-Sep-2010","       25.46"
"01-Oct-2010","       25.54"
"04-Oct-2010","       25.61"
"05-Oct-2010","       25.55"
"06-Oct-2010","       25.72"
"07-Oct-2010","       25.44"
"08-Oct-2010","       25.37"
"11-Oct-2010","       25.51"
"12-Oct-2010","       25.32"
"13-Oct-2010","       25.91"
"14-Oct-2010","       25.68"
"15-Oct-2010","       25.20"
"18-Oct-2010","       25.07"
"19-Oct-2010","       24.87"
"20-Oct-2010","       24.69"
"21-Oct-2010","       25.18"
"22-Oct-2010","       25.03"
"25-Oct-2010","       25.20"
"26-Oct-2010","       24.98"
"27-Oct-2010","       24.69"
"28-Oct-2010","       24.59"
"29-Oct-2010","       24.71"
"01-Nov-2010","       25.12"
"02-Nov-2010","       25.13"
"03-Nov-2010","       25.30"
"04-Nov-2010","       25.47"
"05-Nov-2010","       25.59"
"08-Nov-2010","       25.43"
"09-Nov-2010","       25.55"
"10-Nov-2010","       25.44"
"11-Nov-2010","       25.11"
"12-Nov-2010","       24.62"
"15-Nov-2010","       24.39"
"16-Nov-2010","       23.86"
"18-Nov-2010","       23.90"
"19-Nov-2010","       23.47"
"22-Nov-2010","       23.98"
"23-Nov-2010","       23.69"
"24-Nov-2010","       23.41"
"25-Nov-2010","       23.15"
"26-Nov-2010","       22.96"
"29-Nov-2010","       23.26"
"30-Nov-2010","       23.39"
"01-Dec-2010","       23.78"
"02-Dec-2010","       23.96"
"03-Dec-2010","       23.89"
"06-Dec-2010","       23.88"
"07-Dec-2010","       23.82"
"08-Dec-2010","       23.53"
"09-Dec-2010","       22.98"
"10-Dec-2010","       23.35"
"13-Dec-2010","       23.58"
"14-Dec-2010","       23.72"
"15-Dec-2010","       23.51"
"16-Dec-2010","       23.74"
"20-Dec-2010","       23.73"
"21-Dec-2010","       23.95"
"22-Dec-2010","       23.88"
"23-Dec-2010","       23.86"
"24-Dec-2010","       23.99"
"27-Dec-2010","       23.94"
"28-Dec-2010","       23.93"
"29-Dec-2010","       24.19"
"30-Dec-2010","       24.35"
