"Date","P/E"
"01-Jan-2013","       18.82"
"02-Jan-2013","       18.96"
"03-Jan-2013","       19.01"
"04-Jan-2013","       19.03"
"07-Jan-2013","       18.94"
"08-Jan-2013","       18.98"
"09-Jan-2013","       18.89"
"10-Jan-2013","       18.88"
"11-Jan-2013","       18.82"
"14-Jan-2013","       19.05"
"15-Jan-2013","       19.12"
"16-Jan-2013","       18.95"
"17-Jan-2013","       19.07"
"18-Jan-2013","       19.01"
"21-Jan-2013","       18.97"
"22-Jan-2013","       18.75"
"23-Jan-2013","       18.76"
"24-Jan-2013","       18.60"
"25-Jan-2013","       18.77"
"28-Jan-2013","       18.75"
"29-Jan-2013","       18.67"
"30-Jan-2013","       18.66"
"31-Jan-2013","       18.50"
"01-Feb-2013","       18.42"
"04-Feb-2013","       18.43"
"05-Feb-2013","       18.33"
"06-Feb-2013","       18.34"
"07-Feb-2013","       18.27"
"08-Feb-2013","       18.16"
"11-Feb-2013","       18.17"
"12-Feb-2013","       18.29"
"13-Feb-2013","       18.33"
"14-Feb-2013","       18.27"
"15-Feb-2013","       18.21"
"18-Feb-2013","       18.27"
"19-Feb-2013","       18.52"
"20-Feb-2013","       18.61"
"21-Feb-2013","       18.32"
"22-Feb-2013","       18.28"
"25-Feb-2013","       18.29"
"26-Feb-2013","       18.00"
"27-Feb-2013","       17.98"
"28-Feb-2013","       17.66"
"01-Mar-2013","       17.74"
"04-Mar-2013","       17.67"
"05-Mar-2013","       17.94"
"06-Mar-2013","       18.05"
"07-Mar-2013","       18.19"
"08-Mar-2013","       18.44"
"11-Mar-2013","       18.37"
"12-Mar-2013","       18.28"
"13-Mar-2013","       18.09"
"14-Mar-2013","       18.26"
"15-Mar-2013","       18.15"
"18-Mar-2013","       18.04"
"19-Mar-2013","       17.76"
"20-Mar-2013","       17.60"
"21-Mar-2013","       17.49"
"22-Mar-2013","       17.47"
"25-Mar-2013","       17.41"
"26-Mar-2013","       17.44"
"28-Mar-2013","       17.57"
"01-Apr-2013","       17.51"
"02-Apr-2013","       17.64"
"03-Apr-2013","       17.41"
"04-Apr-2013","       17.11"
"05-Apr-2013","       17.04"
"08-Apr-2013","       17.01"
"09-Apr-2013","       16.86"
"10-Apr-2013","       17.06"
"11-Apr-2013","       17.17"
"12-Apr-2013","       16.96"
"15-Apr-2013","       17.08"
"16-Apr-2013","       17.45"
"17-Apr-2013","       17.31"
