"Date","P/E"
"03-Jan-2011","       24.57"
"04-Jan-2011","       24.53"
"05-Jan-2011","       24.26"
"06-Jan-2011","       24.14"
"07-Jan-2011","       23.56"
"10-Jan-2011","       23.01"
"11-Jan-2011","       22.98"
"12-Jan-2011","       23.41"
"13-Jan-2011","       22.92"
"14-Jan-2011","       22.50"
"17-Jan-2011","       22.50"
"18-Jan-2011","       22.66"
"19-Jan-2011","       22.51"
"20-Jan-2011","       22.59"
"21-Jan-2011","       22.41"
"24-Jan-2011","       22.26"
"25-Jan-2011","       21.96"
"27-Jan-2011","       21.64"
"28-Jan-2011","       21.23"
"31-Jan-2011","       21.06"
"01-Feb-2011","       20.70"
"02-Feb-2011","       20.80"
"03-Feb-2011","       21.16"
"04-Feb-2011","       20.67"
"07-Feb-2011","       20.69"
"08-Feb-2011","       20.35"
"09-Feb-2011","       20.12"
"10-Feb-2011","       20.01"
"11-Feb-2011","       20.34"
"14-Feb-2011","       20.86"
"15-Feb-2011","       20.96"
"16-Feb-2011","       20.95"
"17-Feb-2011","       21.19"
"18-Feb-2011","       20.86"
"21-Feb-2011","       21.09"
"22-Feb-2011","       20.90"
"23-Feb-2011","       20.82"
"24-Feb-2011","       20.15"
"25-Feb-2011","       20.31"
"28-Feb-2011","       20.42"
"01-Mar-2011","       21.14"
"03-Mar-2011","       21.20"
"04-Mar-2011","       21.21"
"07-Mar-2011","       20.92"
"08-Mar-2011","       21.14"
"09-Mar-2011","       21.18"
"10-Mar-2011","       21.04"
"11-Mar-2011","       20.85"
"14-Mar-2011","       21.18"
"15-Mar-2011","       20.87"
"16-Mar-2011","       21.10"
"17-Mar-2011","       20.86"
"18-Mar-2011","       20.58"
"21-Mar-2011","       20.54"
"22-Mar-2011","       20.73"
"23-Mar-2011","       20.99"
"24-Mar-2011","       21.15"
"25-Mar-2011","       21.46"
"28-Mar-2011","       21.59"
"29-Mar-2011","       21.77"
"30-Mar-2011","       21.97"
"31-Mar-2011","       22.14"
"01-Apr-2011","       22.11"
"04-Apr-2011","       22.43"
"05-Apr-2011","       22.43"
"06-Apr-2011","       22.36"
"07-Apr-2011","       22.34"
"08-Apr-2011","       22.18"
"11-Apr-2011","       21.96"
"13-Apr-2011","       22.43"
"15-Apr-2011","       22.02"
"18-Apr-2011","       21.66"
"19-Apr-2011","       21.65"
"20-Apr-2011","       22.06"
"21-Apr-2011","       22.18"
"25-Apr-2011","       21.94"
"26-Apr-2011","       21.91"
"27-Apr-2011","       21.79"
"28-Apr-2011","       21.61"
"29-Apr-2011","       21.36"
"02-May-2011","       21.19"
"03-May-2011","       20.68"
"04-May-2011","       20.58"
"05-May-2011","       20.32"
"06-May-2011","       20.67"
"09-May-2011","       20.66"
"10-May-2011","       20.61"
"11-May-2011","       20.71"
"12-May-2011","       20.40"
"13-May-2011","       20.60"
"16-May-2011","       20.39"
"17-May-2011","       20.16"
"18-May-2011","       20.18"
"19-May-2011","       20.20"
"20-May-2011","       20.34"
"23-May-2011","       19.93"
"24-May-2011","       19.90"
"25-May-2011","       19.72"
"26-May-2011","       19.95"
"27-May-2011","       20.26"
"30-May-2011","       20.25"
"31-May-2011","       20.53"
"01-Jun-2011","       20.65"
"02-Jun-2011","       20.49"
"03-Jun-2011","       20.37"
"06-Jun-2011","       20.43"
"07-Jun-2011","       20.52"
"08-Jun-2011","       20.41"
"09-Jun-2011","       20.39"
"10-Jun-2011","       20.26"
"13-Jun-2011","       20.25"
"14-Jun-2011","       20.31"
"15-Jun-2011","       20.12"
"16-Jun-2011","       19.93"
"17-Jun-2011","       19.82"
"20-Jun-2011","       19.42"
"21-Jun-2011","       19.48"
"22-Jun-2011","       19.46"
"23-Jun-2011","       19.61"
"24-Jun-2011","       20.17"
"27-Jun-2011","       20.38"
"28-Jun-2011","       20.44"
"29-Jun-2011","       20.65"
"30-Jun-2011","       20.82"
"01-Jul-2011","       20.75"
"04-Jul-2011","       20.83"
"05-Jul-2011","       20.76"
"06-Jul-2011","       20.74"
"07-Jul-2011","       21.12"
"08-Jul-2011","       20.87"
"11-Jul-2011","       20.67"
"12-Jul-2011","       20.29"
"13-Jul-2011","       20.51"
"14-Jul-2011","       20.55"
"15-Jul-2011","       20.45"
"18-Jul-2011","       20.40"
"19-Jul-2011","       20.57"
"20-Jul-2011","       20.34"
"21-Jul-2011","       20.25"
"22-Jul-2011","       20.57"
"25-Jul-2011","       20.71"
"26-Jul-2011","       20.22"
"27-Jul-2011","       20.09"
"28-Jul-2011","       19.86"
"29-Jul-2011","       19.76"
"01-Aug-2011","       19.81"
"02-Aug-2011","       19.60"
"03-Aug-2011","       19.42"
"04-Aug-2011","       19.19"
"05-Aug-2011","       18.76"
"08-Aug-2011","       18.44"
"09-Aug-2011","       18.24"
"10-Aug-2011","       18.56"
"11-Aug-2011","       18.47"
"12-Aug-2011","       18.24"
"16-Aug-2011","       18.11"
"17-Aug-2011","       18.25"
"18-Aug-2011","       17.85"
"19-Aug-2011","       17.49"
"22-Aug-2011","       17.68"
"23-Aug-2011","       17.87"
"24-Aug-2011","       17.65"
"25-Aug-2011","       17.47"
"26-Aug-2011","       17.14"
"29-Aug-2011","       17.76"
"30-Aug-2011","       18.05"
"02-Sep-2011","       18.19"
"05-Sep-2011","       18.11"
"06-Sep-2011","       18.28"
"07-Sep-2011","       18.50"
"08-Sep-2011","       18.60"
"09-Sep-2011","       18.26"
"12-Sep-2011","       17.86"
"13-Sep-2011","       17.84"
"14-Sep-2011","       18.10"
"15-Sep-2011","       18.33"
"16-Sep-2011","       18.36"
"19-Sep-2011","       18.17"
"20-Sep-2011","       18.56"
"21-Sep-2011","       18.54"
"22-Sep-2011","       17.78"
"23-Sep-2011","       17.58"
"26-Sep-2011","       17.46"
"27-Sep-2011","       17.95"
"28-Sep-2011","       17.86"
"29-Sep-2011","       18.11"
"30-Sep-2011","       17.85"
"03-Oct-2011","       17.51"
"04-Oct-2011","       17.23"
"05-Oct-2011","       17.16"
"07-Oct-2011","       17.65"
"10-Oct-2011","       18.03"
"11-Oct-2011","       18.01"
"12-Oct-2011","       18.43"
"13-Oct-2011","       18.35"
"14-Oct-2011","       18.55"
"17-Oct-2011","       18.50"
"18-Oct-2011","       18.00"
"19-Oct-2011","       18.36"
"20-Oct-2011","       18.14"
"21-Oct-2011","       17.99"
"24-Oct-2011","       18.10"
"25-Oct-2011","       18.39"
"26-Oct-2011","       18.43"
"28-Oct-2011","       19.03"
"31-Oct-2011","       18.90"
"01-Nov-2011","       19.04"
"02-Nov-2011","       19.04"
"03-Nov-2011","       19.06"
"04-Nov-2011","       19.21"
"08-Nov-2011","       19.11"
"09-Nov-2011","       18.78"
"11-Nov-2011","       18.61"
"14-Nov-2011","       18.59"
"15-Nov-2011","       18.35"
