"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Jan-2008","-","-","-","     3167.02","        2353171","          101.72"
"02-Jan-2008","-","-","-","     3208.00","        4820296","          212.82"
"03-Jan-2008","-","-","-","     3131.04","        3251760","          155.97"
"04-Jan-2008","-","-","-","     3130.51","        3220621","          154.07"
"07-Jan-2008","-","-","-","     3102.50","        3162502","          157.10"
"08-Jan-2008","-","-","-","     3075.72","        3775605","          157.25"
"09-Jan-2008","-","-","-","     3069.23","        2847292","          134.43"
"10-Jan-2008","-","-","-","     2992.27","        4102827","          178.77"
"11-Jan-2008","-","-","-","     3029.45","        2952998","          114.85"
"14-Jan-2008","-","-","-","     3023.01","        2356116","          113.32"
"15-Jan-2008","-","-","-","     3001.92","        2039128","           75.43"
"16-Jan-2008","-","-","-","     2969.08","        3108070","          114.22"
"17-Jan-2008","-","-","-","     2976.31","        4753189","          181.02"
"18-Jan-2008","-","-","-","     2931.04","        7522901","          302.08"
"21-Jan-2008","-","-","-","     2712.18","        6588963","          240.37"
"22-Jan-2008","-","-","-","     2531.19","        7765453","          301.24"
"23-Jan-2008","-","-","-","     2614.47","        5781866","          224.46"
"24-Jan-2008","-","-","-","     2518.02","        3584017","          145.76"
"25-Jan-2008","-","-","-","     2661.12","        3309358","          132.14"
"28-Jan-2008","-","-","-","     2630.79","        4352841","          184.51"
"29-Jan-2008","-","-","-","     2677.63","        2169482","           95.01"
"30-Jan-2008","-","-","-","     2700.65","        3779899","          182.75"
"31-Jan-2008","-","-","-","     2660.33","        5511486","          250.60"
"01-Feb-2008","-","-","-","     2685.71","        2043687","           85.28"
"04-Feb-2008","-","-","-","     2725.64","        2615106","          102.33"
"05-Feb-2008","-","-","-","     2783.89","        3923398","          161.95"
"06-Feb-2008","-","-","-","     2745.56","        2516115","          100.52"
"07-Feb-2008","-","-","-","     2691.17","        2081938","           78.57"
"08-Feb-2008","-","-","-","     2712.32","        2440943","           89.02"
"11-Feb-2008","-","-","-","     2653.88","        4567987","          170.90"
"12-Feb-2008","-","-","-","     2640.07","        2190683","           86.96"
"13-Feb-2008","-","-","-","     2631.37","        2850514","          101.82"
"14-Feb-2008","-","-","-","     2689.82","        2568751","           86.87"
"15-Feb-2008","-","-","-","     2758.53","        1793068","           73.30"
"18-Feb-2008","-","-","-","     2748.90","        1422657","           67.90"
"19-Feb-2008","-","-","-","     2779.72","        2375329","          102.62"
"20-Feb-2008","-","-","-","     2735.84","        3495730","          165.70"
"21-Feb-2008","-","-","-","     2808.14","        2494812","          128.98"
"22-Feb-2008","-","-","-","     2798.74","        2846457","          110.86"
"25-Feb-2008","-","-","-","     2845.97","        2507360","          109.02"
"26-Feb-2008","-","-","-","     2858.55","        1623419","           86.95"
"27-Feb-2008","-","-","-","     2907.83","        3551426","          175.16"
"28-Feb-2008","-","-","-","     2979.48","        5420829","          282.59"
"29-Feb-2008","-","-","-","     2964.53","        6144863","          251.95"
"03-Mar-2008","-","-","-","     2979.91","        8076309","          344.14"
"04-Mar-2008","-","-","-","     2923.90","        4848453","          176.83"
"05-Mar-2008","-","-","-","     2996.96","        2832341","          140.48"
"07-Mar-2008","-","-","-","     2930.62","        4482014","          231.00"
"10-Mar-2008","-","-","-","     2910.37","        3715425","          186.62"
"11-Mar-2008","-","-","-","     2909.59","        5588462","          231.07"
"12-Mar-2008","-","-","-","     2946.54","        4585099","          184.35"
"13-Mar-2008","-","-","-","     2872.41","        4622466","          215.01"
"14-Mar-2008","-","-","-","     2929.04","        3448094","          154.54"
"17-Mar-2008","-","-","-","     2795.07","        4181328","          188.19"
"18-Mar-2008","-","-","-","     2810.73","        4223902","          191.34"
"19-Mar-2008","-","-","-","     2830.32","        3949700","          176.59"
"24-Mar-2008","-","-","-","     2847.84","        3749842","          193.04"
"25-Mar-2008","-","-","-","     2902.14","        4300691","          199.55"
"26-Mar-2008","-","-","-","     2867.79","        3035796","          160.90"
"27-Mar-2008","-","-","-","     2918.71","        7330486","          389.69"
"28-Mar-2008","-","-","-","     2956.43","        3370254","          156.57"
"31-Mar-2008","-","-","-","     2928.48","        3496445","          149.42"
"01-Apr-2008","-","-","-","     2906.34","        1858458","          110.96"
"02-Apr-2008","-","-","-","     2935.05","        2274032","          108.16"
"03-Apr-2008","-","-","-","     2956.63","        2142109","          107.34"
"04-Apr-2008","-","-","-","     2927.44","        5359370","          256.12"
"07-Apr-2008","-","-","-","     2992.05","        4687643","          243.63"
"08-Apr-2008","-","-","-","     2982.30","        3110739","          160.78"
"09-Apr-2008","-","-","-","     3012.17","        2972163","          160.38"
"10-Apr-2008","-","-","-","     2990.87","        3341483","          212.70"
"11-Apr-2008","-","-","-","     2981.81","        2432989","          153.06"
"15-Apr-2008","-","-","-","     3070.46","        8830909","          447.03"
"16-Apr-2008","-","-","-","     3071.49","        4322983","          223.49"
"17-Apr-2008","-","-","-","     3083.70","        3610443","          175.32"
"21-Apr-2008","-","-","-","     3163.11","        5050050","          271.54"
"22-Apr-2008","-","-","-","     3204.25","        8558903","          439.08"
"23-Apr-2008","-","-","-","     3207.86","        4387469","          251.13"
"24-Apr-2008","-","-","-","     3177.44","        4867048","          314.40"
"25-Apr-2008","-","-","-","     3206.01","        2401999","          119.74"
"28-Apr-2008","-","-","-","     3238.63","        4462993","          225.51"
"29-Apr-2008","-","-","-","     3268.50","        5324030","          273.98"
"30-Apr-2008","-","-","-","     3303.18","        3959807","          226.31"
"02-May-2008","-","-","-","     3306.73","        3004473","          152.60"
"05-May-2008","-","-","-","     3313.94","        3687342","          191.78"
"06-May-2008","-","-","-","     3274.56","        3028952","          154.41"
"07-May-2008","-","-","-","     3288.36","        2998181","          172.84"
"08-May-2008","-","-","-","     3263.18","        1664639","           97.52"
"09-May-2008","-","-","-","     3203.71","        1962876","          115.96"
"12-May-2008","-","-","-","     3212.59","        3799139","          218.32"
"13-May-2008","-","-","-","     3215.42","        3347255","          172.24"
"14-May-2008","-","-","-","     3256.20","        3218411","          173.33"
"15-May-2008","-","-","-","     3277.77","        3277292","          184.18"
"16-May-2008","-","-","-","     3303.82","        3003996","          169.99"
"20-May-2008","-","-","-","     3254.04","        2719380","          146.01"
"21-May-2008","-","-","-","     3225.26","        3250416","          173.42"
"22-May-2008","-","-","-","     3212.90","        2742663","          156.62"
"23-May-2008","-","-","-","     3215.65","        2227391","          132.03"
"26-May-2008","-","-","-","     3233.94","        2507849","          153.53"
"27-May-2008","-","-","-","     3255.90","        2667723","          125.34"
"28-May-2008","-","-","-","     3318.52","        4159276","          203.48"
"29-May-2008","-","-","-","     3307.11","        5456566","          291.19"
"30-May-2008","-","-","-","     3361.79","        7748790","          408.95"
"02-Jun-2008","-","-","-","     3356.67","        3463587","          231.78"
"03-Jun-2008","-","-","-","     3356.67","        3649309","          238.69"
"04-Jun-2008","-","-","-","     3271.46","        4629618","          269.27"
"05-Jun-2008","-","-","-","     3355.79","        5188247","          306.04"
"06-Jun-2008","-","-","-","     3322.59","        3958986","          243.77"
"09-Jun-2008","-","-","-","     3334.97","        5900797","          352.19"
"10-Jun-2008","-","-","-","     3420.77","       13600000","          809.36"
"11-Jun-2008","-","-","-","     3422.13","       33300000","         1861.39"
"12-Jun-2008","-","-","-","     3425.32","       10300000","          572.57"
"13-Jun-2008","-","-","-","     3466.37","       11300000","          663.05"
"16-Jun-2008","-","-","-","     3489.97","        6302538","          377.79"
"17-Jun-2008","-","-","-","     3519.00","        8612498","          546.18"
"18-Jun-2008","-","-","-","     3499.92","       11400000","          725.20"
"19-Jun-2008","-","-","-","     3439.21","       14600000","          845.59"
"20-Jun-2008","-","-","-","     3354.26","        8660427","          476.28"
"23-Jun-2008","-","-","-","     3267.35","        8795525","          475.32"
"24-Jun-2008","-","-","-","     3208.23","        6885937","          361.48"
"25-Jun-2008","-","-","-","     3217.92","        5842169","          304.86"
"26-Jun-2008","-","-","-","     3239.08","        9320213","          500.24"
"27-Jun-2008","-","-","-","     3202.21","        7433052","          363.69"
"30-Jun-2008","-","-","-","     3235.68","        5838749","          287.51"
"01-Jul-2008","-","-","-","     3163.53","        6438766","          325.40"
"02-Jul-2008","-","-","-","     3239.03","        4457542","          250.97"
"03-Jul-2008","-","-","-","     3185.41","        3640315","          198.67"
"04-Jul-2008","-","-","-","     3179.74","        5004248","          269.11"
"07-Jul-2008","-","-","-","     3169.24","        2647754","          145.36"
"08-Jul-2008","-","-","-","     3155.74","        3597027","          162.46"
"09-Jul-2008","-","-","-","     3208.53","        3596170","          199.29"
"10-Jul-2008","-","-","-","     3208.05","        2284621","          125.04"
"11-Jul-2008","-","-","-","     3185.37","        2438586","          129.93"
"14-Jul-2008","-","-","-","     3162.63","       12300000","          600.69"
"15-Jul-2008","-","-","-","     3017.00","       25900000","         1121.25"
"16-Jul-2008","-","-","-","     3063.79","       22200000","         1013.89"
"17-Jul-2008","-","-","-","     3071.15","       17400000","          789.12"
"18-Jul-2008","-","-","-","     3081.31","        9491198","          440.31"
"21-Jul-2008","-","-","-","     3194.19","        8995586","          439.70"
"22-Jul-2008","-","-","-","     3224.57","        9672932","          441.59"
"23-Jul-2008","-","-","-","     3263.38","        6729904","          332.12"
"24-Jul-2008","-","-","-","     3256.68","        4377424","          204.47"
