"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"02-Nov-2011","     4690.95","     4750.75","     4688.45","     4733.00","        5023238","          217.21"
"03-Nov-2011","     4733.75","     4734.20","     4707.10","     4723.80","        2998213","          175.68"
"04-Nov-2011","     4737.20","     4771.75","     4698.10","     4748.95","        4105608","          227.53"
"08-Nov-2011","     4733.85","     4745.70","     4683.65","     4699.45","        2831045","          138.67"
"09-Nov-2011","     4702.55","     4713.75","     4621.25","     4631.35","        5361800","          245.82"
"11-Nov-2011","     4634.80","     4673.15","     4629.75","     4661.20","        7924928","          340.71"
"14-Nov-2011","     4685.80","     4729.05","     4685.80","     4697.65","        6390196","          345.34"
"15-Nov-2011","     4710.55","     4729.80","     4674.65","     4679.45","       10874182","          399.24"
"16-Nov-2011","     4678.95","     4678.95","     4638.05","     4646.30","        5906220","          263.57"
"17-Nov-2011","     4653.85","     4655.20","     4570.50","     4579.00","        6996535","          319.73"
"18-Nov-2011","     4570.85","     4620.85","     4552.95","     4601.75","        6768396","          324.25"
"21-Nov-2011","     4602.10","     4611.95","     4526.80","     4549.15","        5171411","          247.67"
"22-Nov-2011","     4547.00","     4596.25","     4547.00","     4585.85","        5033592","          250.99"
"23-Nov-2011","     4578.20","     4588.80","     4509.30","     4545.55","        4986293","          238.87"
"24-Nov-2011","     4549.55","     4637.40","     4492.80","     4613.10","        5991551","          303.49"
"25-Nov-2011","     4597.20","     4639.05","     4581.75","     4594.75","        4602493","          212.84"
"28-Nov-2011","     4625.05","     4671.80","     4625.05","     4665.00","        3849912","          192.16"
"29-Nov-2011","     4688.25","     4721.75","     4673.90","     4690.75","        4128043","          225.44"
"30-Nov-2011","     4668.30","     4721.20","     4664.25","     4710.85","        5792670","          295.12"
"01-Dec-2011","     4772.05","     4798.70","     4671.70","     4685.75","       11641746","          590.67"
"02-Dec-2011","     4685.10","     4757.05","     4661.00","     4744.60","        5609415","          274.16"
"05-Dec-2011","     4740.90","     4755.70","     4701.30","     4715.90","        3449951","          183.56"
"07-Dec-2011","     4712.00","     4744.20","     4625.80","     4639.40","        6339389","          330.82"
"08-Dec-2011","     4624.70","     4653.75","     4589.80","     4633.75","        5786081","          283.03"
"09-Dec-2011","     4596.25","     4658.90","     4577.25","     4606.25","        5317251","          286.77"
"12-Dec-2011","     4621.65","     4635.70","     4548.30","     4571.55","        4214342","          213.50"
"13-Dec-2011","     4564.60","     4611.55","     4547.80","     4595.95","        6087821","          315.94"
"14-Dec-2011","     4593.15","     4630.55","     4566.50","     4579.70","        8516313","          394.29"
"15-Dec-2011","     4549.95","     4613.30","     4537.55","     4602.45","        9384993","          427.34"
"16-Dec-2011","     4596.25","     4655.70","     4564.55","     4588.55","        8201550","          386.66"
"19-Dec-2011","     4584.10","     4584.10","     4519.50","     4553.95","        8009881","          338.64"
"20-Dec-2011","     4564.70","     4574.05","     4504.90","     4512.95","        6301498","          284.85"
"21-Dec-2011","     4534.00","     4567.95","     4510.55","     4559.00","        7586368","          333.59"
"22-Dec-2011","     4544.95","     4591.95","     4542.35","     4581.40","        5844258","          256.78"
"23-Dec-2011","     4599.00","     4605.70","     4545.50","     4561.20","        4051295","          192.43"
"26-Dec-2011","     4546.90","     4581.45","     4543.45","     4552.75","        2651696","          122.39"
"27-Dec-2011","     4561.35","     4567.65","     4522.50","     4540.25","        4582421","          204.34"
"28-Dec-2011","     4539.85","     4557.70","     4507.55","     4551.15","        3787409","          166.47"
"29-Dec-2011","     4550.30","     4561.95","     4534.80","     4549.55","        5742675","          285.19"
"30-Dec-2011","     4551.40","     4594.95","     4530.55","     4576.25","        4486630","          193.52"
