"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"04-Jan-2010","-","-","-","     3754.25","        3400437","          171.86"
"05-Jan-2010","-","-","-","     3779.30","        5539642","          258.01"
"06-Jan-2010","-","-","-","     3867.20","        9774418","          510.11"
"07-Jan-2010","-","-","-","     3824.94","        7614265","          355.06"
"08-Jan-2010","-","-","-","     3839.09","        4972849","          274.21"
"11-Jan-2010","-","-","-","     3837.92","        3356529","          207.20"
"12-Jan-2010","-","-","-","     3808.50","        4309555","          260.43"
"13-Jan-2010","-","-","-","     3816.37","        3430159","          196.35"
"14-Jan-2010","-","-","-","     3833.51","        8927989","          244.31"
"15-Jan-2010","-","-","-","     3832.16","        6237848","          243.46"
"18-Jan-2010","-","-","-","     3816.33","        4783757","          215.64"
"19-Jan-2010","-","-","-","     3755.93","        2801717","          157.41"
"20-Jan-2010","-","-","-","     3739.69","        5314916","          350.50"
"21-Jan-2010","-","-","-","     3650.12","        5063135","          305.37"
"22-Jan-2010","-","-","-","     3590.33","        6834150","          348.45"
"25-Jan-2010","-","-","-","     3581.95","        3657247","          236.74"
"27-Jan-2010","-","-","-","     3481.72","        5745363","          306.69"
"28-Jan-2010","-","-","-","     3517.10","        7353067","          420.23"
"29-Jan-2010","-","-","-","     3549.04","        6756381","          344.45"
"01-Feb-2010","-","-","-","     3634.29","        3899139","          259.47"
"02-Feb-2010","-","-","-","     3610.60","        4769279","          324.54"
"03-Feb-2010","-","-","-","     3622.21","        3295318","          178.74"
"04-Feb-2010","-","-","-","     3583.37","        5149799","          294.44"
"05-Feb-2010","-","-","-","     3515.66","        6198938","          358.11"
"06-Feb-2010","-","-","-","     3527.46","         427030","           22.03"
"08-Feb-2010","-","-","-","     3528.35","        3708630","          187.29"
"09-Feb-2010","-","-","-","     3568.66","        5423891","          304.26"
"10-Feb-2010","-","-","-","     3543.80","        4338795","          234.88"
"11-Feb-2010","-","-","-","     3556.02","        2833238","          128.66"
"15-Feb-2010","-","-","-","     3573.58","        2521686","          125.73"
"16-Feb-2010","-","-","-","     3627.23","        5358748","          260.48"
"17-Feb-2010","-","-","-","     3628.32","        4427003","          244.50"
"18-Feb-2010","-","-","-","     3628.46","        4279731","          211.87"
"19-Feb-2010","-","-","-","     3639.72","        4139537","          217.81"
"22-Feb-2010","-","-","-","     3614.64","        2906392","          150.59"
"23-Feb-2010","-","-","-","     3645.90","        4429103","          281.42"
"24-Feb-2010","-","-","-","     3612.92","        5340226","          242.08"
"25-Feb-2010","-","-","-","     3627.19","        7010265","          326.95"
"26-Feb-2010","-","-","-","     3693.81","       17800000","          822.46"
"02-Mar-2010","-","-","-","     3725.38","        9698718","          474.58"
"03-Mar-2010","-","-","-","     3757.48","       12000000","          619.28"
"04-Mar-2010","-","-","-","     3768.95","        7175577","          345.63"
"05-Mar-2010","-","-","-","     3783.07","        5421569","          245.19"
"08-Mar-2010","-","-","-","     3815.06","        4990112","          263.89"
"09-Mar-2010","-","-","-","     3798.42","        4148693","          202.58"
"10-Mar-2010","-","-","-","     3793.24","        3887128","          191.38"
"11-Mar-2010","-","-","-","     3821.85","        5471168","          241.67"
"12-Mar-2010","-","-","-","     3801.24","        5070241","          256.07"
"15-Mar-2010","-","-","-","     3775.74","        5690845","          274.18"
"16-Mar-2010","-","-","-","     3815.71","        3625465","          181.13"
"17-Mar-2010","-","-","-","     3878.35","        6735429","          338.15"
"18-Mar-2010","-","-","-","     3873.77","        3608267","          207.42"
"19-Mar-2010","-","-","-","     3893.77","        3562297","          213.32"
"22-Mar-2010","-","-","-","     3903.03","        4132372","          244.15"
"23-Mar-2010","-","-","-","     3956.79","        6190897","          307.66"
"25-Mar-2010","-","-","-","     4006.92","        9185736","          410.70"
"26-Mar-2010","-","-","-","     4005.49","        5074794","          240.28"
"29-Mar-2010","-","-","-","     4022.49","        5681094","          271.62"
"30-Mar-2010","-","-","-","     3974.78","        4217056","          232.83"
"31-Mar-2010","-","-","-","     4016.85","        4269765","          250.62"
"01-Apr-2010","-","-","-","     4020.44","        3416645","          198.07"
"05-Apr-2010","-","-","-","     4088.92","        3556397","          187.76"
"06-Apr-2010","-","-","-","     4052.07","        3881700","          200.90"
"07-Apr-2010","-","-","-","     4052.69","        4603642","          225.47"
"08-Apr-2010","-","-","-","     4017.53","        3930579","          189.38"
"09-Apr-2010","-","-","-","     4018.87","        5049072","          257.66"
"12-Apr-2010","-","-","-","     4006.28","        5597944","          312.95"
"13-Apr-2010","-","-","-","     3980.16","        4008046","          215.48"
"15-Apr-2010","-","-","-","     4005.86","        4563570","          250.62"
"16-Apr-2010","-","-","-","     4011.28","        3954874","          212.33"
"19-Apr-2010","-","-","-","     3985.52","        4051207","          231.45"
"20-Apr-2010","-","-","-","     4007.64","        5189940","          279.38"
"21-Apr-2010","-","-","-","     4009.32","        5099319","          307.09"
"22-Apr-2010","-","-","-","     3999.15","        6473352","          394.31"
"23-Apr-2010","-","-","-","     3980.36","        4057619","          250.75"
"26-Apr-2010","-","-","-","     3939.66","        4275031","          334.91"
"27-Apr-2010","-","-","-","     3953.83","        4164866","          294.75"
"28-Apr-2010","-","-","-","     3954.90","        7390984","          440.27"
"29-Apr-2010","-","-","-","     3938.98","        7298185","          430.75"
"30-Apr-2010","-","-","-","     3978.54","        6438264","          330.06"
"03-May-2010","-","-","-","     3983.67","        6539839","          318.63"
"04-May-2010","-","-","-","     3961.68","       10800000","          498.90"
"05-May-2010","-","-","-","     3992.38","        7163316","          434.80"
"06-May-2010","-","-","-","     4059.54","       10900000","          670.30"
"07-May-2010","-","-","-","     3975.95","        8372550","          451.83"
"10-May-2010","-","-","-","     3965.70","        9350459","          474.44"
"11-May-2010","-","-","-","     3911.06","        9769644","          472.32"
"12-May-2010","-","-","-","     3964.34","        8119408","          434.00"
"13-May-2010","-","-","-","     4007.32","        7206640","          398.19"
"14-May-2010","-","-","-","     4010.91","        4930068","          330.08"
