"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"19-Apr-2007","-","-","-","     2801.17","        3993964","          215.44"
"20-Apr-2007","-","-","-","     2819.96","        3809947","          298.27"
"23-Apr-2007","     2744.11","     2823.99","     2744.11","     2823.99","        2690684","          180.34"
"24-Apr-2007","-","-","-","     2842.98","        4080297","          196.65"
"25-Apr-2007","-","-","-","     2898.08","        7661222","          343.93"
"26-Apr-2007","-","-","-","     2903.21","        7840865","          333.27"
"27-Apr-2007","-","-","-","     2778.00","       22000000","          552.43"
"30-Apr-2007","-","-","-","     2777.83","        5608324","          185.27"
"03-May-2007","-","-","-","     2807.84","        5731665","          218.57"
"04-May-2007","-","-","-","     2794.54","        4779151","          164.72"
"07-May-2007","-","-","-","     2797.04","        4051602","          156.31"
"08-May-2007","-","-","-","     2760.84","        4357588","          187.35"
"09-May-2007","-","-","-","     2767.69","        4380084","          165.69"
"10-May-2007","-","-","-","     2765.03","        4089863","          135.42"
"11-May-2007","-","-","-","     2735.44","        4135537","          141.28"
"14-May-2007","-","-","-","     2760.91","        6862448","          254.42"
"15-May-2007","-","-","-","     2765.31","        5170447","          230.79"
"16-May-2007","-","-","-","     2776.69","        4948635","          234.87"
"17-May-2007","-","-","-","     2784.20","        4739311","          197.20"
"18-May-2007","-","-","-","     2786.16","        4691721","          237.35"
"21-May-2007","-","-","-","     2821.65","        4801939","          242.19"
"22-May-2007","-","-","-","     2841.61","        3629982","          191.28"
"23-May-2007","-","-","-","     2830.02","        3536044","          171.80"
"24-May-2007","-","-","-","     2791.15","        2414294","          111.75"
"25-May-2007","-","-","-","     2795.11","        3157161","          138.31"
"28-May-2007","-","-","-","     2828.28","        4171617","          184.07"
"29-May-2007","-","-","-","     2876.78","        5352237","          197.10"
"30-May-2007","-","-","-","     2838.43","        7370621","          267.56"
"31-May-2007","-","-","-","     2861.17","        6787372","          298.97"
"01-Jun-2007","-","-","-","     2880.16","        4449695","          163.16"
"04-Jun-2007","-","-","-","     2861.06","        5349668","          234.24"
"05-Jun-2007","-","-","-","     2873.22","        3837128","          144.21"
"06-Jun-2007","-","-","-","     2825.11","        5441129","          196.07"
"07-Jun-2007","-","-","-","     2803.94","        3321398","          129.65"
"08-Jun-2007","-","-","-","     2782.31","        3437809","          140.15"
"11-Jun-2007","-","-","-","     2791.81","        2872006","          134.35"
"12-Jun-2007","-","-","-","     2780.18","        3014041","          141.25"
"13-Jun-2007","-","-","-","     2785.74","        3493068","          151.58"
"14-Jun-2007","-","-","-","     2815.57","        2411131","          102.01"
"15-Jun-2007","-","-","-","     2819.39","        3004994","          104.43"
"18-Jun-2007","-","-","-","     2781.41","        3701900","          135.65"
"19-Jun-2007","-","-","-","     2785.56","        3511664","          127.84"
"20-Jun-2007","-","-","-","     2794.39","        3807642","          137.50"
"21-Jun-2007","-","-","-","     2795.92","        3024233","          118.21"
"22-Jun-2007","-","-","-","     2808.01","        1923359","           85.45"
"25-Jun-2007","-","-","-","     2771.04","        3823307","          130.09"
"26-Jun-2007","-","-","-","     2767.40","        3827302","          141.45"
"27-Jun-2007","-","-","-","     2745.31","        3010526","          134.34"
"28-Jun-2007","-","-","-","     2738.39","        3744748","          156.48"
"29-Jun-2007","-","-","-","     2770.53","        3695623","          193.75"
"02-Jul-2007","-","-","-","     2808.62","        4380017","          155.86"
"03-Jul-2007","-","-","-","     2807.97","        5198048","          160.96"
"04-Jul-2007","-","-","-","     2811.83","        5351301","          171.64"
"05-Jul-2007","-","-","-","     2792.74","        4911207","          181.00"
"06-Jul-2007","-","-","-","     2782.11","        4827326","          163.59"
"09-Jul-2007","-","-","-","     2781.66","        3078709","          106.81"
"10-Jul-2007","-","-","-","     2777.81","        5785561","          180.60"
"11-Jul-2007","-","-","-","     2766.12","        5376153","          161.45"
"12-Jul-2007","-","-","-","     2792.21","        3646682","          124.93"
"13-Jul-2007","-","-","-","     2780.23","        5081974","          204.78"
"16-Jul-2007","-","-","-","     2748.83","        2897134","          110.01"
"17-Jul-2007","-","-","-","     2756.91","        5450800","          192.03"
"18-Jul-2007","-","-","-","     2751.90","        4611638","          178.16"
"19-Jul-2007","-","-","-","     2755.86","        6785275","          274.17"
"20-Jul-2007","-","-","-","     2739.87","        6437728","          214.66"
"23-Jul-2007","-","-","-","     2717.06","        9011572","          256.88"
"24-Jul-2007","-","-","-","     2693.08","        6193603","          197.51"
"25-Jul-2007","-","-","-","     2657.44","        3733089","          135.62"
"26-Jul-2007","-","-","-","     2705.13","       11800000","          428.48"
"27-Jul-2007","-","-","-","     2644.61","        7563852","          278.08"
"30-Jul-2007","-","-","-","     2639.98","        3406481","          134.95"
"31-Jul-2007","-","-","-","     2674.31","        3686169","          148.73"
"01-Aug-2007","-","-","-","     2587.19","        4848575","          180.80"
"02-Aug-2007","-","-","-","     2603.90","        3561734","          143.30"
"03-Aug-2007","-","-","-","     2612.97","        3513686","          139.74"
"06-Aug-2007","-","-","-","     2589.21","        3336351","          127.51"
"07-Aug-2007","-","-","-","     2624.64","        3346582","          116.51"
"08-Aug-2007","-","-","-","     2656.29","        5843772","          210.72"
"09-Aug-2007","-","-","-","     2631.78","        5090382","          199.02"
"10-Aug-2007","-","-","-","     2598.43","        3363542","          125.65"
"13-Aug-2007","-","-","-","     2629.38","        2467952","          100.96"
"14-Aug-2007","-","-","-","     2624.46","        2126422","           67.42"
"16-Aug-2007","-","-","-","     2557.23","        3358489","          116.32"
"17-Aug-2007","-","-","-","     2537.52","        3940558","          126.78"
"20-Aug-2007","-","-","-","     2589.69","        2344790","           93.29"
"21-Aug-2007","-","-","-","     2514.49","        2048989","           87.64"
"22-Aug-2007","-","-","-","     2498.79","        6244191","          161.49"
"23-Aug-2007","-","-","-","     2472.41","        4326553","          142.85"
"24-Aug-2007","-","-","-","     2497.63","        2678053","           84.68"
"27-Aug-2007","-","-","-","     2536.32","        3374694","          113.68"
"28-Aug-2007","-","-","-","     2540.95","        2223722","           76.72"
"29-Aug-2007","-","-","-","     2527.23","        2583675","           95.83"
"30-Aug-2007","-","-","-","     2560.97","       10400000","          280.63"
"31-Aug-2007","-","-","-","     2605.07","        5596704","          177.15"
"03-Sep-2007","-","-","-","     2655.06","        6093010","          191.11"
"04-Sep-2007","-","-","-","     2702.13","       11200000","          317.80"
"05-Sep-2007","-","-","-","     2723.48","        5984858","          197.12"
"06-Sep-2007","-","-","-","     2742.78","        4408375","          162.55"
"07-Sep-2007","-","-","-","     2732.10","        3685899","          142.05"
"10-Sep-2007","-","-","-","     2741.13","        4736608","          151.86"
"11-Sep-2007","-","-","-","     2736.91","        4292898","          168.84"
"12-Sep-2007","-","-","-","     2719.10","        3276673","          119.18"
"13-Sep-2007","-","-","-","     2721.74","        4682161","          168.07"
"14-Sep-2007","-","-","-","     2699.50","        3860215","          151.27"
"17-Sep-2007","-","-","-","     2706.11","        2357713","           83.91"
"18-Sep-2007","-","-","-","     2696.16","        5256309","          146.11"
"19-Sep-2007","-","-","-","     2721.49","        4910798","          145.29"
"20-Sep-2007","-","-","-","     2699.23","        4048664","          134.57"
"21-Sep-2007","-","-","-","     2674.65","        5488401","          183.25"
"24-Sep-2007","-","-","-","     2672.39","        4334004","          158.75"
"25-Sep-2007","-","-","-","     2696.57","        6490491","          224.56"
"26-Sep-2007","-","-","-","     2691.81","        4228712","          148.29"
"27-Sep-2007","-","-","-","     2720.12","        9970469","          341.67"
"28-Sep-2007","-","-","-","     2772.83","        8490022","          273.81"
"01-Oct-2007","-","-","-","     2796.17","        7346935","          246.02"
"03-Oct-2007","-","-","-","     2777.59","        6818125","          235.52"
"04-Oct-2007","-","-","-","     2788.33","        5877565","          220.26"
"05-Oct-2007","-","-","-","     2781.80","        5897692","          204.54"
"08-Oct-2007","-","-","-","     2703.93","        5540458","          182.53"
"09-Oct-2007","-","-","-","     2732.36","        4600390","          179.20"
"10-Oct-2007","-","-","-","     2761.77","        6180220","          230.61"
"11-Oct-2007","-","-","-","     2826.00","        4439515","          185.70"
"12-Oct-2007","-","-","-","     2782.92","        5402959","          227.95"
"15-Oct-2007","-","-","-","     2809.22","        3486925","          146.16"
"16-Oct-2007","-","-","-","     2808.48","        4070577","          170.41"
"17-Oct-2007","-","-","-","     2753.38","        4639680","          187.85"
"18-Oct-2007","-","-","-","     2778.19","        7219298","          316.76"
"19-Oct-2007","-","-","-","     2738.90","        4116642","          172.18"
"22-Oct-2007","-","-","-","     2756.68","        4398531","          180.19"
"23-Oct-2007","-","-","-","     2826.77","        3937631","          147.24"
"24-Oct-2007","-","-","-","     2813.04","        6054564","          216.59"
"25-Oct-2007","-","-","-","     2794.52","        8320343","          309.61"
"26-Oct-2007","-","-","-","     2813.27","        4790565","          180.39"
"29-Oct-2007","-","-","-","     2844.00","       17200000","          588.48"
"30-Oct-2007","-","-","-","     2838.83","        3967263","          173.91"
"31-Oct-2007","-","-","-","     2861.88","        5998038","          260.13"
"01-Nov-2007","-","-","-","     2874.63","        6399980","          278.25"
"02-Nov-2007","-","-","-","     2881.54","        4164706","          179.89"
"05-Nov-2007","-","-","-","     2855.66","        6001548","          259.71"
"06-Nov-2007","-","-","-","     2848.90","        9804268","          405.57"
"07-Nov-2007","-","-","-","     2852.25","        2962316","          142.22"
"08-Nov-2007","-","-","-","     2856.47","        3149851","          146.79"
"09-Nov-2007","-","-","-","     2843.88","         580362","           26.91"
"12-Nov-2007","-","-","-","     2840.48","        3165425","          123.34"
"13-Nov-2007","-","-","-","     2836.93","        3842927","          147.73"
"14-Nov-2007","-","-","-","     2906.11","        2621741","          118.45"
"15-Nov-2007","-","-","-","     2891.08","        4406717","          179.31"
"16-Nov-2007","-","-","-","     2868.44","        3029404","          136.28"
"19-Nov-2007","-","-","-","     2921.13","        4429375","          182.68"
"20-Nov-2007","-","-","-","     2884.30","        3527848","          132.28"
"21-Nov-2007","-","-","-","     2804.94","        2817979","          107.48"
"22-Nov-2007","-","-","-","     2820.74","        2759153","          116.22"
"23-Nov-2007","-","-","-","     2811.18","        1834289","           76.10"
"26-Nov-2007","-","-","-","     2844.62","        1326401","           52.15"
"27-Nov-2007","-","-","-","     2829.72","        1234215","           48.18"
"28-Nov-2007","-","-","-","     2805.41","        2149250","           88.85"
"29-Nov-2007","-","-","-","     2781.29","        5497871","          205.61"
"30-Nov-2007","-","-","-","     2797.87","        3842756","          158.53"
"03-Dec-2007","-","-","-","     2820.10","        4029055","          171.66"
"04-Dec-2007","-","-","-","     2821.53","        3952944","          139.76"
"05-Dec-2007","-","-","-","     2883.98","        5818622","          215.27"
"06-Dec-2007","-","-","-","     2902.24","        7750280","          259.96"
"07-Dec-2007","-","-","-","     2926.58","        4647400","          165.97"
"10-Dec-2007","-","-","-","     2913.93","        4567170","          146.03"
"11-Dec-2007","-","-","-","     2962.87","        2695789","          117.45"
"12-Dec-2007","-","-","-","     3067.70","        4683971","          203.27"
"13-Dec-2007","-","-","-","     3055.96","        5433584","          232.81"
"14-Dec-2007","-","-","-","     3151.44","        6153048","          227.94"
"17-Dec-2007","-","-","-","     3060.68","        6769477","          279.67"
"18-Dec-2007","-","-","-","     3131.69","        6454532","          266.98"
"19-Dec-2007","-","-","-","     3117.07","        4897154","          213.95"
"20-Dec-2007","-","-","-","     3114.85","        2506771","          126.94"
"24-Dec-2007","-","-","-","     3162.45","        2476057","          131.07"
"26-Dec-2007","-","-","-","     3155.41","        2723999","          121.92"
"27-Dec-2007","-","-","-","     3117.22","        5318482","          229.24"
"28-Dec-2007","-","-","-","     3140.86","        2588720","          118.30"
