"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Jan-1996","        0.00","        0.00","        0.00","     1000.00","-","-"
"02-Jan-1996","        0.00","        0.00","        0.00","      995.84","          66050","            0.68"
"03-Jan-1996","        0.00","        0.00","        0.00","      986.97","          50000","            0.29"
"04-Jan-1996","        0.00","        0.00","        0.00","      980.39","          81600","            0.78"
"05-Jan-1996","        0.00","        0.00","        0.00","      984.08","          83400","            0.51"
"08-Jan-1996","        0.00","        0.00","        0.00","      972.78","         300600","            2.96"
"09-Jan-1996","        0.00","        0.00","        0.00","      949.17","          99700","            0.51"
"10-Jan-1996","        0.00","        0.00","        0.00","      952.29","          49250","            0.35"
"11-Jan-1996","        0.00","        0.00","        0.00","      949.48","         111050","            1.33"
"12-Jan-1996","        0.00","        0.00","        0.00","      959.11","          38450","            0.25"
"15-Jan-1996","        0.00","        0.00","        0.00","      957.44","          52500","            0.35"
"16-Jan-1996","        0.00","        0.00","        0.00","      944.73","          49150","            0.30"
"17-Jan-1996","        0.00","        0.00","        0.00","      935.05","          64450","            0.39"
"18-Jan-1996","        0.00","        0.00","        0.00","      922.37","          85300","            0.55"
"19-Jan-1996","        0.00","        0.00","        0.00","      902.49","         122200","            0.86"
"22-Jan-1996","        0.00","        0.00","        0.00","      893.81","          53550","            0.34"
"23-Jan-1996","        0.00","        0.00","        0.00","      892.74","          61850","            0.33"
"24-Jan-1996","        0.00","        0.00","        0.00","      884.79","          95300","            0.54"
"25-Jan-1996","        0.00","        0.00","        0.00","      891.42","         281200","            3.42"
"29-Jan-1996","        0.00","        0.00","        0.00","      894.85","         205500","            2.37"
"30-Jan-1996","        0.00","        0.00","        0.00","      917.39","         109050","            0.91"
"31-Jan-1996","        0.00","        0.00","        0.00","      922.44","         144600","            1.34"
"01-Feb-1996","        0.00","        0.00","        0.00","      939.36","         152250","            1.19"
"02-Feb-1996","        0.00","        0.00","        0.00","      961.86","         235000","            2.63"
"05-Feb-1996","        0.00","        0.00","        0.00","      999.62","         161400","            1.46"
"06-Feb-1996","        0.00","        0.00","        0.00","      994.22","         217350","            1.49"
"07-Feb-1996","        0.00","        0.00","        0.00","      975.94","         151700","            0.88"
"08-Feb-1996","        0.00","        0.00","        0.00","      992.35","         158650","            1.28"
"09-Feb-1996","        0.00","        0.00","        0.00","     1033.26","         204350","            2.04"
"12-Feb-1996","        0.00","        0.00","        0.00","     1073.56","         173900","            1.22"
"13-Feb-1996","        0.00","        0.00","        0.00","     1080.16","         166500","            1.66"
"14-Feb-1996","        0.00","        0.00","        0.00","     1099.40","         213900","            1.60"
"15-Feb-1996","        0.00","        0.00","        0.00","     1113.23","         297250","            2.77"
"16-Feb-1996","        0.00","        0.00","        0.00","     1107.51","         214700","            2.17"
"19-Feb-1996","        0.00","        0.00","        0.00","     1125.20","         224000","            2.06"
"20-Feb-1996","        0.00","        0.00","        0.00","     1121.45","         201750","            1.70"
"22-Feb-1996","        0.00","        0.00","        0.00","     1121.40","         333950","            3.49"
"23-Feb-1996","        0.00","        0.00","        0.00","     1107.31","         249000","            2.51"
"26-Feb-1996","        0.00","        0.00","        0.00","     1084.44","         249500","            2.45"
"27-Feb-1996","        0.00","        0.00","        0.00","     1068.81","         196700","            1.77"
"28-Feb-1996","        0.00","        0.00","        0.00","     1056.24","         213750","            1.89"
"29-Feb-1996","        0.00","        0.00","        0.00","     1023.85","         210100","            2.18"
"01-Mar-1996","        0.00","        0.00","        0.00","     1017.57","         231400","            1.99"
"04-Mar-1996","        0.00","        0.00","        0.00","     1018.99","          67350","            0.48"
"06-Mar-1996","        0.00","        0.00","        0.00","     1015.26","         148750","            1.30"
"07-Mar-1996","        0.00","        0.00","        0.00","     1024.80","         139050","            1.18"
