"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"01-Jan-2004","-","-","-","     2665.13","       25109619","          605.82"
"02-Jan-2004","-","-","-","     2683.10","       21173317","          408.91"
"05-Jan-2004","-","-","-","     2746.50","       29634305","          696.93"
"06-Jan-2004","-","-","-","     2728.57","       33609992","          845.48"
"07-Jan-2004","-","-","-","     2687.70","       26145927","          704.45"
"08-Jan-2004","-","-","-","     2772.22","       27523478","          652.81"
"09-Jan-2004","-","-","-","     2840.66","       36771461","          952.19"
"12-Jan-2004","-","-","-","     2872.29","       33059897","          812.70"
"13-Jan-2004","-","-","-","     2905.62","       28193873","          653.58"
"14-Jan-2004","-","-","-","     2973.04","       34268744","          800.21"
"15-Jan-2004","-","-","-","     2931.86","       33431899","          911.95"
"16-Jan-2004","-","-","-","     2810.77","       29274840","          754.35"
"19-Jan-2004","-","-","-","     2882.17","       24990195","          557.79"
"20-Jan-2004","-","-","-","     2783.78","       25675738","          615.79"
"21-Jan-2004","-","-","-","     2641.15","       29209175","          751.64"
"22-Jan-2004","-","-","-","     2609.20","       30397247","          763.58"
"23-Jan-2004","-","-","-","     2741.86","       25329205","          691.57"
"27-Jan-2004","-","-","-","     2848.42","       18647987","          499.62"
"28-Jan-2004","-","-","-","     2777.72","       32630038","          898.08"
"29-Jan-2004","-","-","-","     2732.41","       32146134","          767.81"
"30-Jan-2004","-","-","-","     2639.88","       24435464","          724.97"
"03-Feb-2004","-","-","-","     2515.55","       27914250","          738.13"
"04-Feb-2004","-","-","-","     2607.48","       27340686","          765.41"
"05-Feb-2004","-","-","-","     2616.38","       28636110","          816.93"
"06-Feb-2004","-","-","-","     2700.55","       20585496","          576.02"
"09-Feb-2004","-","-","-","     2821.99","       26268972","          700.55"
"10-Feb-2004","-","-","-","     2831.40","       33628231","          971.84"
"11-Feb-2004","-","-","-","     2831.31","       28765826","          833.84"
"12-Feb-2004","-","-","-","     2797.04","       32915207","          882.73"
"13-Feb-2004","-","-","-","     2816.84","       19345935","          547.19"
"16-Feb-2004","-","-","-","     2808.21","       20967501","          549.57"
"17-Feb-2004","-","-","-","     2839.97","       21939059","          606.97"
"18-Feb-2004","-","-","-","     2821.99","       16111890","          491.58"
"19-Feb-2004","-","-","-","     2736.65","       20639254","          582.01"
"20-Feb-2004","-","-","-","     2694.19","       21816615","          650.75"
"23-Feb-2004","-","-","-","     2613.34","       19176804","          517.56"
"24-Feb-2004","-","-","-","     2647.94","       21555467","          616.83"
"25-Feb-2004","-","-","-","     2607.77","       17447220","          477.51"
"26-Feb-2004","-","-","-","     2561.00","       21793932","          546.17"
"27-Feb-2004","-","-","-","     2603.97","       18258949","          510.93"
"01-Mar-2004","-","-","-","     2676.63","       14567477","          420.06"
"03-Mar-2004","-","-","-","     2680.09","       17114399","          525.99"
"04-Mar-2004","-","-","-","     2698.12","       20830157","          722.95"
"05-Mar-2004","-","-","-","     2730.13","       15009441","          492.97"
"08-Mar-2004","-","-","-","     2808.10","       20587244","          525.20"
"09-Mar-2004","-","-","-","     2808.39","       25107811","          763.23"
"10-Mar-2004","-","-","-","     2730.50","       17062450","          532.32"
"11-Mar-2004","-","-","-","     2671.38","       16794252","          490.97"
"12-Mar-2004","-","-","-","     2669.23","       14063217","          428.21"
"15-Mar-2004","-","-","-","     2598.43","       15873518","          489.68"
"16-Mar-2004","-","-","-","     2583.42","       15589371","          511.36"
"17-Mar-2004","-","-","-","     2634.67","       16535138","          493.65"
"18-Mar-2004","-","-","-","     2583.07","       16226985","          474.71"
"19-Mar-2004","-","-","-","     2599.73","       13460276","          419.29"
"22-Mar-2004","-","-","-","     2532.39","       14408523","          362.53"
"23-Mar-2004","-","-","-","     2520.85","       12877303","          322.39"
"24-Mar-2004","-","-","-","     2529.19","       11681094","          323.16"
"25-Mar-2004","-","-","-","     2584.37","       23276045","          587.14"
"26-Mar-2004","-","-","-","     2725.62","       26485367","          729.46"
"29-Mar-2004","-","-","-","     2799.16","       23136357","          645.77"
"30-Mar-2004","-","-","-","     2781.98","       24686277","          662.16"
"31-Mar-2004","-","-","-","     2813.70","       20803023","          554.36"
"01-Apr-2004","-","-","-","     2871.00","       25428325","          672.94"
"02-Apr-2004","-","-","-","     2909.32","       34673592","          735.06"
"05-Apr-2004","-","-","-","     2882.80","       28605023","          663.04"
"06-Apr-2004","-","-","-","     2894.16","       28916044","          804.95"
"07-Apr-2004","-","-","-","     2894.42","       24594930","          631.90"
"08-Apr-2004","-","-","-","     2909.73","       38863354","          967.72"
"12-Apr-2004","-","-","-","     2894.17","       16964951","          381.28"
"13-Apr-2004","-","-","-","     2968.02","       25750467","          546.00"
"15-Apr-2004","-","-","-","     2989.47","       38948068","          771.97"
"16-Apr-2004","-","-","-","     3024.10","       34633159","          708.54"
"17-Apr-2004","-","-","-","     3044.75","       16036182","          239.03"
"19-Apr-2004","-","-","-","     3026.49","       43370411","          706.66"
"20-Apr-2004","-","-","-","     3025.56","       31592511","          556.38"
"21-Apr-2004","-","-","-","     3059.15","       32561386","          597.81"
"22-Apr-2004","-","-","-","     3122.04","       48107372","          818.61"
"23-Apr-2004","-","-","-","     3184.48","       55248933","         1211.21"
"27-Apr-2004","-","-","-","     3041.48","       43161242","          923.20"
"28-Apr-2004","-","-","-","     3083.55","       53187043","          952.04"
"29-Apr-2004","-","-","-","     3085.63","       47010421","          813.34"
"30-Apr-2004","-","-","-","     3059.79","       31084068","          651.09"
"03-May-2004","-","-","-","     2985.05","       43695185","          772.95"
"04-May-2004","-","-","-","     3054.71","       47499694","          811.34"
"05-May-2004","-","-","-","     3039.99","       38314200","          592.32"
"06-May-2004","-","-","-","     3113.52","       44972983","          734.79"
"07-May-2004","-","-","-","     3084.60","       32204879","          569.15"
"10-May-2004","-","-","-","     3020.87","       25682799","          543.86"
"11-May-2004","-","-","-","     2881.84","       28521224","          585.73"
"12-May-2004","-","-","-","     2879.69","       44520988","          782.85"
"13-May-2004","-","-","-","     2820.14","       53980035","          953.46"
"14-May-2004","-","-","-","     2455.52","       61908887","         1090.79"
"17-May-2004","-","-","-","     2110.57","       31594202","          452.71"
"18-May-2004","-","-","-","     2365.46","       38238523","          554.54"
"19-May-2004","-","-","-","     2542.94","       46872854","          881.21"
"20-May-2004","-","-","-","     2522.66","       34671951","          622.06"
"21-May-2004","-","-","-","     2519.43","       28603316","          488.05"
"24-May-2004","-","-","-","     2551.25","       24393271","          480.52"
"25-May-2004","-","-","-","     2540.61","       25553779","          509.51"
"26-May-2004","-","-","-","     2540.15","       18756490","          431.30"
"27-May-2004","-","-","-","     2529.58","       20353957","          468.61"
"28-May-2004","-","-","-","     2356.95","       30556336","          727.30"
"31-May-2004","-","-","-","     2243.90","       29595426","          562.27"
"01-Jun-2004","-","-","-","     2280.78","       22365579","          465.33"
"02-Jun-2004","-","-","-","     2379.00","       33479997","          645.50"
"03-Jun-2004","-","-","-","     2372.60","       54745927","          935.32"
"04-Jun-2004","-","-","-","     2426.59","       29120608","          580.74"
"07-Jun-2004","-","-","-","     2448.78","       31729373","          598.49"
"08-Jun-2004","-","-","-","     2448.33","       20933906","          420.43"
"09-Jun-2004","-","-","-","     2453.07","       28547549","          548.02"
"10-Jun-2004","-","-","-","     2420.74","       20519731","          419.03"
"11-Jun-2004","-","-","-","     2335.81","       19461215","          367.12"
"14-Jun-2004","-","-","-","     2245.70","       25328849","          474.90"
"15-Jun-2004","-","-","-","     2289.49","       35642741","          587.89"
"16-Jun-2004","-","-","-","     2290.27","       27888647","          500.84"
"17-Jun-2004","-","-","-","     2338.46","       30019106","          577.84"
"18-Jun-2004","-","-","-","     2308.43","       36363709","          689.62"
"21-Jun-2004","-","-","-","     2256.24","       31779756","          629.21"
"22-Jun-2004","-","-","-","     2240.81","       34205680","          695.35"
"23-Jun-2004","-","-","-","     2200.95","       30184527","          661.26"
"24-Jun-2004","-","-","-","     2251.58","       36778801","          736.13"
"25-Jun-2004","-","-","-","     2225.37","       26870887","          558.06"
"28-Jun-2004","-","-","-","     2278.16","       28369656","          561.39"
"29-Jun-2004","-","-","-","     2266.10","       37209845","          664.35"
"30-Jun-2004","-","-","-","     2256.12","       28622281","          619.30"
"01-Jul-2004","-","-","-","     2306.71","       32306942","          619.34"
"02-Jul-2004","-","-","-","     2285.93","       32753572","          647.06"
"05-Jul-2004","-","-","-","     2214.08","       20855470","          464.50"
"06-Jul-2004","-","-","-","     2253.38","       22108381","          482.82"
"07-Jul-2004","-","-","-","     2255.91","       20521139","          459.94"
"08-Jul-2004","-","-","-","     2162.17","       30623020","          663.24"
"09-Jul-2004","-","-","-","     2202.20","       16134489","          345.82"
"12-Jul-2004","-","-","-","     2221.18","       13658614","          280.82"
"13-Jul-2004","-","-","-","     2203.73","        9868112","          236.70"
"14-Jul-2004","-","-","-","     2207.43","       14935743","          297.64"
"15-Jul-2004","-","-","-","     2218.92","       15724151","          328.15"
"16-Jul-2004","-","-","-","     2267.65","       18694662","          352.31"
"19-Jul-2004","-","-","-","     2292.83","       20292788","          323.99"
"20-Jul-2004","-","-","-","     2301.55","       20906502","          374.10"
"21-Jul-2004","-","-","-","     2326.20","       15235445","          303.68"
"22-Jul-2004","-","-","-","     2393.88","       35156336","          627.66"
"23-Jul-2004","-","-","-","     2399.15","       19436511","          403.18"
"26-Jul-2004","-","-","-","     2410.28","       33417879","          759.76"
"27-Jul-2004","-","-","-","     2329.94","       29364008","          705.10"
"28-Jul-2004","-","-","-","     2290.42","       25027704","          584.67"
"29-Jul-2004","-","-","-","     2341.76","       22790820","          459.09"
"30-Jul-2004","-","-","-","     2332.29","       19423722","          392.08"
"02-Aug-2004","-","-","-","     2348.31","       12108270","          252.99"
"03-Aug-2004","-","-","-","     2333.67","       18593995","          393.13"
"04-Aug-2004","-","-","-","     2316.90","       10855208","          230.78"
"05-Aug-2004","-","-","-","     2382.30","       21108074","          350.67"
"06-Aug-2004","-","-","-","     2346.82","       27185096","          511.98"
"09-Aug-2004","-","-","-","     2386.98","       20216880","          474.84"
"10-Aug-2004","-","-","-","     2387.65","       19399918","          417.84"
"11-Aug-2004","-","-","-","     2352.92","       18631563","          385.52"
"12-Aug-2004","-","-","-","     2332.47","       17163151","          333.79"
"13-Aug-2004","-","-","-","     2322.80","       16304382","          371.70"
"16-Aug-2004","-","-","-","     2308.32","        9981591","          230.72"
"17-Aug-2004","-","-","-","     2314.70","       10771054","          258.70"
"18-Aug-2004","-","-","-","     2292.32","       13597453","          295.00"
"19-Aug-2004","-","-","-","     2290.19","       13937810","          272.47"
"20-Aug-2004","-","-","-","     2263.22","        9685896","          205.75"
"23-Aug-2004","-","-","-","     2228.25","       10875693","          231.22"
"24-Aug-2004","-","-","-","     2235.75","        8738383","          205.45"
"25-Aug-2004","-","-","-","     2269.99","       10544861","          229.44"
"26-Aug-2004","-","-","-","     2316.33","       20495451","          349.04"
"27-Aug-2004","-","-","-","     2306.34","       16169008","          294.94"
"30-Aug-2004","-","-","-","     2348.50","       12006460","          208.05"
"31-Aug-2004","-","-","-","     2345.16","       11764372","          227.86"
"01-Sep-2004","-","-","-","     2381.83","       18309327","          355.91"
"02-Sep-2004","-","-","-","     2364.80","       15806152","          304.24"
"03-Sep-2004","-","-","-","     2405.82","       26303826","          492.10"
"06-Sep-2004","-","-","-","     2415.53","       14982851","          243.92"
"07-Sep-2004","-","-","-","     2434.08","       13282190","          296.06"
"08-Sep-2004","-","-","-","     2443.92","       12245395","          294.20"
"09-Sep-2004","-","-","-","     2413.81","       14097443","          292.24"
"10-Sep-2004","-","-","-","     2434.91","       12507617","          269.18"
"13-Sep-2004","-","-","-","     2401.69","       11951256","          236.59"
"14-Sep-2004","-","-","-","     2411.66","       10107440","          196.57"
"15-Sep-2004","-","-","-","     2404.33","       13803463","          285.83"
"16-Sep-2004","-","-","-","     2436.80","        9903129","          201.16"
"17-Sep-2004","-","-","-","     2500.66","       21579526","          424.71"
"20-Sep-2004","-","-","-","     2501.62","       14422840","          304.14"
"21-Sep-2004","-","-","-","     2540.11","       11828254","          262.18"
"22-Sep-2004","-","-","-","     2612.07","       22812210","          447.19"
