"Date","P/E"
"01-Jan-2020","       40.73"
"02-Jan-2020","       41.16"
"03-Jan-2020","       40.68"
"06-Jan-2020","       39.62"
"07-Jan-2020","       39.83"
"08-Jan-2020","       39.79"
"09-Jan-2020","       40.71"
"10-Jan-2020","       40.71"
"13-Jan-2020","       40.81"
"14-Jan-2020","       40.68"
"15-Jan-2020","       40.37"
"16-Jan-2020","       40.02"
"17-Jan-2020","       39.69"
"20-Jan-2020","       37.88"
"21-Jan-2020","       37.40"
"22-Jan-2020","       37.10"
"23-Jan-2020","       37.59"
"24-Jan-2020","       37.88"
"27-Jan-2020","       35.38"
"28-Jan-2020","       35.85"
"29-Jan-2020","       35.99"
"30-Jan-2020","       35.72"
"31-Jan-2020","       35.94"
"01-Feb-2020","       34.75"
"03-Feb-2020","       35.04"
"04-Feb-2020","       35.02"
"05-Feb-2020","       35.50"
"06-Feb-2020","       35.85"
"07-Feb-2020","       35.73"
"10-Feb-2020","       35.57"
"11-Feb-2020","       35.85"
"12-Feb-2020","       36.07"
"13-Feb-2020","       35.77"
"14-Feb-2020","       35.31"
"17-Feb-2020","       35.14"
"18-Feb-2020","       35.00"
"19-Feb-2020","       35.32"
"20-Feb-2020","       35.44"
"24-Feb-2020","       34.88"
"25-Feb-2020","       34.85"
"26-Feb-2020","       34.71"
"27-Feb-2020","       34.57"
"28-Feb-2020","       33.38"
"02-Mar-2020","       33.06"
"03-Mar-2020","       33.41"
"04-Mar-2020","       32.82"
"05-Mar-2020","       33.00"
"06-Mar-2020","       31.84"
"09-Mar-2020","       30.31"
"11-Mar-2020","       30.33"
"12-Mar-2020","       27.45"
"13-Mar-2020","       28.82"
"16-Mar-2020","       26.46"
"17-Mar-2020","       25.37"
"18-Mar-2020","       23.57"
"19-Mar-2020","       21.69"
"20-Mar-2020","       21.95"
"23-Mar-2020","       18.27"
"24-Mar-2020","       18.48"
"25-Mar-2020","       19.96"
"26-Mar-2020","       21.19"
"27-Mar-2020","       21.57"
"30-Mar-2020","       20.29"
"31-Mar-2020","       20.68"
"01-Apr-2020","       19.67"
"03-Apr-2020","       18.63"
"07-Apr-2020","       20.59"
"08-Apr-2020","       20.46"
"09-Apr-2020","       21.51"
"13-Apr-2020","       21.05"
"15-Apr-2020","       20.58"
"16-Apr-2020","       20.95"
"17-Apr-2020","       22.34"
"20-Apr-2020","       21.87"
"21-Apr-2020","       20.68"
"22-Apr-2020","       21.00"
"23-Apr-2020","       21.60"
"24-Apr-2020","       20.87"
"27-Apr-2020","       21.40"
"28-Apr-2020","       22.07"
"29-Apr-2020","       24.20"
"30-Apr-2020","       24.71"
"04-May-2020","       22.66"
"05-May-2020","       22.12"
"06-May-2020","       22.60"
"07-May-2020","       22.37"
"08-May-2020","       22.31"
"11-May-2020","       21.73"
"12-May-2020","       21.63"
"13-May-2020","       22.55"
"14-May-2020","       21.94"
"15-May-2020","       21.67"
"18-May-2020","       20.22"
"19-May-2020","       20.12"
"20-May-2020","       20.53"
"21-May-2020","       20.41"
"22-May-2020","       19.88"
"26-May-2020","       19.98"
"27-May-2020","       21.43"
"28-May-2020","       21.96"
"29-May-2020","       22.17"
"01-Jun-2020","       22.93"
"02-Jun-2020","       23.58"
"03-Jun-2020","       24.06"
"04-Jun-2020","       23.42"
"05-Jun-2020","       24.16"
"08-Jun-2020","       24.34"
"09-Jun-2020","       22.82"
"10-Jun-2020","       23.24"
"11-Jun-2020","       22.60"
"12-Jun-2020","       22.75"
"15-Jun-2020","       21.93"
