"Date","P/E"
"03-Jan-2000","       11.40"
"04-Jan-2000","       11.80"
"05-Jan-2000","       11.41"
"06-Jan-2000","       11.74"
"07-Jan-2000","       12.18"
"10-Jan-2000","       11.77"
"11-Jan-2000","       11.17"
"12-Jan-2000","       11.20"
"13-Jan-2000","       11.18"
"14-Jan-2000","       11.06"
"17-Jan-2000","       11.20"
"18-Jan-2000","       11.04"
"19-Jan-2000","       11.43"
"20-Jan-2000","       11.31"
"21-Jan-2000","       11.44"
"24-Jan-2000","       11.35"
"25-Jan-2000","       11.47"
"27-Jan-2000","       11.85"
"28-Jan-2000","       12.46"
"31-Jan-2000","       12.42"
"01-Feb-2000","       12.70"
"02-Feb-2000","       12.83"
"03-Feb-2000","       12.81"
"04-Feb-2000","       12.67"
"07-Feb-2000","       12.52"
"08-Feb-2000","       12.43"
"09-Feb-2000","       12.47"
"10-Feb-2000","       12.77"
"11-Feb-2000","       12.50"
"14-Feb-2000","       13.11"
"15-Feb-2000","       12.41"
"16-Feb-2000","       12.62"
"17-Feb-2000","       12.74"
"18-Feb-2000","       12.45"
"21-Feb-2000","       12.35"
"22-Feb-2000","       11.80"
"23-Feb-2000","       11.81"
"24-Feb-2000","       11.93"
"25-Feb-2000","       11.99"
"28-Feb-2000","       12.33"
"29-Feb-2000","       11.62"
"01-Mar-2000","       12.57"
"02-Mar-2000","       12.58"
"03-Mar-2000","       12.40"
"06-Mar-2000","       12.42"
"07-Mar-2000","       12.17"
"08-Mar-2000","       11.66"
"09-Mar-2000","       11.07"
"10-Mar-2000","       10.89"
"13-Mar-2000","       10.79"
"14-Mar-2000","       10.98"
"15-Mar-2000","       11.33"
"16-Mar-2000","       11.63"
"21-Mar-2000","       11.85"
"22-Mar-2000","       12.00"
"23-Mar-2000","       11.97"
"24-Mar-2000","       11.98"
"27-Mar-2000","       11.81"
"28-Mar-2000","       11.81"
"29-Mar-2000","       11.80"
"30-Mar-2000","       12.14"
"31-Mar-2000","        7.12"
"03-Apr-2000","        7.14"
"04-Apr-2000","        6.61"
"05-Apr-2000","        6.44"
"06-Apr-2000","        6.37"
"07-Apr-2000","        6.75"
"10-Apr-2000","        7.00"
"11-Apr-2000","        7.11"
"12-Apr-2000","        7.06"
"13-Apr-2000","        6.80"
"17-Apr-2000","        6.46"
"18-Apr-2000","        6.64"
"19-Apr-2000","        6.63"
"20-Apr-2000","        6.60"
"24-Apr-2000","        6.50"
"25-Apr-2000","        6.54"
"26-Apr-2000","        6.88"
"27-Apr-2000","        6.77"
"28-Apr-2000","        6.81"
"02-May-2000","        6.50"
"03-May-2000","        6.50"
"04-May-2000","        6.56"
"05-May-2000","        6.62"
"08-May-2000","        6.56"
"09-May-2000","        6.57"
"10-May-2000","        6.72"
"11-May-2000","        6.62"
"12-May-2000","        6.51"
"15-May-2000","        6.49"
"16-May-2000","        6.47"
"17-May-2000","        6.53"
"18-May-2000","        6.44"
"19-May-2000","        6.46"
"22-May-2000","        6.32"
"23-May-2000","        6.20"
"24-May-2000","        6.22"
"25-May-2000","        6.22"
"26-May-2000","        6.24"
"29-May-2000","        6.32"
"30-May-2000","        6.45"
"31-May-2000","        6.66"
"01-Jun-2000","        6.56"
"02-Jun-2000","        6.71"
"05-Jun-2000","        6.89"
"06-Jun-2000","        6.88"
"07-Jun-2000","        6.85"
"08-Jun-2000","        7.08"
"09-Jun-2000","        7.12"
"12-Jun-2000","        7.00"
"13-Jun-2000","        7.05"
"14-Jun-2000","        7.09"
"15-Jun-2000","        7.13"
"16-Jun-2000","        7.31"
"19-Jun-2000","        7.23"
"20-Jun-2000","        7.39"
"21-Jun-2000","        7.28"
"22-Jun-2000","        7.39"
"23-Jun-2000","        7.48"
"26-Jun-2000","        7.24"
"27-Jun-2000","        7.24"
"28-Jun-2000","        7.25"
"29-Jun-2000","        7.30"
"30-Jun-2000","        7.26"
"03-Jul-2000","        7.48"
"04-Jul-2000","        7.58"
"05-Jul-2000","        7.57"
"06-Jul-2000","        7.50"
"07-Jul-2000","        7.55"
"10-Jul-2000","        7.42"
"11-Jul-2000","        7.46"
"12-Jul-2000","        7.41"
"13-Jul-2000","        7.36"
"14-Jul-2000","        7.31"
"17-Jul-2000","        7.22"
"18-Jul-2000","        7.29"
"19-Jul-2000","        7.18"
"20-Jul-2000","        7.04"
"21-Jul-2000","        6.99"
"24-Jul-2000","        6.57"
"25-Jul-2000","        6.75"
"26-Jul-2000","        6.64"
"27-Jul-2000","        6.68"
"28-Jul-2000","        6.70"
"31-Jul-2000","        6.64"
"01-Aug-2000","        6.54"
"02-Aug-2000","        6.59"
"03-Aug-2000","        6.72"
"04-Aug-2000","        6.74"
"07-Aug-2000","        6.59"
"08-Aug-2000","        6.80"
"09-Aug-2000","        6.75"
"10-Aug-2000","        6.69"
"11-Aug-2000","        6.64"
"14-Aug-2000","        6.62"
"16-Aug-2000","        6.74"
"17-Aug-2000","        6.68"
"18-Aug-2000","        6.59"
"21-Aug-2000","        6.55"
"22-Aug-2000","        6.52"
"23-Aug-2000","        6.58"
"24-Aug-2000","        6.55"
"25-Aug-2000","        6.64"
"28-Aug-2000","        6.65"
"29-Aug-2000","        6.61"
"30-Aug-2000","        6.72"
"31-Aug-2000","        6.70"
"04-Sep-2000","        6.78"
"05-Sep-2000","        6.86"
"06-Sep-2000","        6.92"
"07-Sep-2000","        6.91"
"08-Sep-2000","        6.98"
"11-Sep-2000","        6.94"
"12-Sep-2000","        6.88"
"13-Sep-2000","        6.66"
"14-Sep-2000","        6.60"
"15-Sep-2000","        6.41"
"18-Sep-2000","        6.15"
"19-Sep-2000","        6.27"
"20-Sep-2000","        6.31"
"21-Sep-2000","        6.26"
"22-Sep-2000","        6.07"
"25-Sep-2000","        6.18"
"26-Sep-2000","        6.13"
"27-Sep-2000","        6.11"
