"Date","P/E"
"01-Jan-2016","       60.69"
"04-Jan-2016","       59.44"
"05-Jan-2016","       59.48"
"06-Jan-2016","       59.14"
"07-Jan-2016","       58.01"
"08-Jan-2016","       58.19"
"11-Jan-2016","       57.25"
"12-Jan-2016","       57.45"
"13-Jan-2016","       57.35"
"14-Jan-2016","       57.60"
"15-Jan-2016","       57.04"
"18-Jan-2016","       56.21"
"19-Jan-2016","       56.86"
"20-Jan-2016","       56.40"
"21-Jan-2016","       55.10"
"22-Jan-2016","       56.44"
"25-Jan-2016","       56.94"
"27-Jan-2016","       57.49"
"28-Jan-2016","       57.96"
"29-Jan-2016","       59.55"
"01-Feb-2016","       58.60"
"02-Feb-2016","       57.01"
"03-Feb-2016","       56.60"
"04-Feb-2016","       55.96"
"05-Feb-2016","       58.14"
"08-Feb-2016","       55.63"
"09-Feb-2016","       55.91"
"10-Feb-2016","       44.00"
"11-Feb-2016","       42.16"
"12-Feb-2016","       42.03"
"15-Feb-2016","       42.43"
"16-Feb-2016","       41.46"
"17-Feb-2016","       42.27"
"18-Feb-2016","       43.11"
"19-Feb-2016","       42.94"
"22-Feb-2016","       43.49"
"23-Feb-2016","       42.98"
"24-Feb-2016","       42.14"
"25-Feb-2016","       42.32"
"26-Feb-2016","       42.20"
"29-Feb-2016","       42.21"
"01-Mar-2016","       42.69"
"02-Mar-2016","       42.63"
"03-Mar-2016","       43.47"
"04-Mar-2016","       43.61"
"08-Mar-2016","       43.73"
"09-Mar-2016","       43.85"
"10-Mar-2016","       43.93"
"11-Mar-2016","       44.20"
"14-Mar-2016","       44.29"
"15-Mar-2016","       42.81"
"16-Mar-2016","       43.02"
"17-Mar-2016","       42.44"
"18-Mar-2016","       41.92"
"21-Mar-2016","       42.47"
"22-Mar-2016","       42.40"
"23-Mar-2016","       42.33"
"28-Mar-2016","       41.42"
"29-Mar-2016","       40.31"
"30-Mar-2016","       41.24"
"31-Mar-2016","       41.53"
"01-Apr-2016","       41.30"
"04-Apr-2016","       41.49"
"05-Apr-2016","       41.11"
"06-Apr-2016","       41.22"
"07-Apr-2016","       41.52"
"08-Apr-2016","       41.62"
"11-Apr-2016","       41.67"
"12-Apr-2016","       42.08"
"13-Apr-2016","       42.43"
"18-Apr-2016","       42.78"
"20-Apr-2016","       42.59"
"21-Apr-2016","       42.79"
"22-Apr-2016","       42.66"
"25-Apr-2016","       42.28"
"26-Apr-2016","       42.69"
"27-Apr-2016","       42.60"
"28-Apr-2016","       42.25"
"29-Apr-2016","       42.68"
"02-May-2016","       42.60"
"03-May-2016","       42.14"
"04-May-2016","       42.26"
"05-May-2016","       42.46"
"06-May-2016","       42.03"
"09-May-2016","       42.27"
"10-May-2016","       42.58"
"11-May-2016","       42.28"
"12-May-2016","       42.58"
"13-May-2016","       42.17"
"16-May-2016","       45.49"
"17-May-2016","       45.72"
"18-May-2016","       45.80"
"19-May-2016","       45.70"
"20-May-2016","       42.94"
"23-May-2016","       42.52"
"24-May-2016","       42.10"
"25-May-2016","       43.14"
"26-May-2016","       43.03"
"27-May-2016","       44.31"
"30-May-2016","       43.86"
"31-May-2016","       42.48"
"01-Jun-2016","       42.34"
"02-Jun-2016","       42.12"
"03-Jun-2016","       41.76"
"06-Jun-2016","       41.26"
"07-Jun-2016","       41.49"
"08-Jun-2016","       41.41"
"09-Jun-2016","       41.21"
"10-Jun-2016","       41.18"
"13-Jun-2016","       41.37"
"14-Jun-2016","       41.66"
"15-Jun-2016","       41.69"
"16-Jun-2016","       41.58"
"17-Jun-2016","       41.16"
"20-Jun-2016","       41.29"
"21-Jun-2016","       41.06"
