"Date","P/E"
"01-Jan-2013","       44.90"
"02-Jan-2013","       45.00"
"03-Jan-2013","       45.04"
"04-Jan-2013","       45.08"
"07-Jan-2013","       45.26"
"08-Jan-2013","       45.64"
"09-Jan-2013","       45.74"
"10-Jan-2013","       45.35"
"11-Jan-2013","       44.90"
"14-Jan-2013","       44.72"
"15-Jan-2013","       44.72"
"16-Jan-2013","       44.62"
"17-Jan-2013","       44.50"
"18-Jan-2013","       44.19"
"21-Jan-2013","       44.05"
"22-Jan-2013","       43.94"
"23-Jan-2013","       43.82"
"24-Jan-2013","       43.43"
"25-Jan-2013","       44.11"
"28-Jan-2013","       44.01"
"29-Jan-2013","       43.86"
"30-Jan-2013","       43.20"
"31-Jan-2013","       43.25"
"01-Feb-2013","       41.84"
"04-Feb-2013","       41.26"
"05-Feb-2013","       41.65"
"06-Feb-2013","       41.57"
"07-Feb-2013","       40.55"
"08-Feb-2013","       40.05"
"11-Feb-2013","       42.24"
"12-Feb-2013","       42.75"
"13-Feb-2013","       42.68"
"14-Feb-2013","       42.29"
"15-Feb-2013","       42.09"
"18-Feb-2013","       42.08"
"19-Feb-2013","       42.61"
"20-Feb-2013","       42.57"
"21-Feb-2013","       42.45"
"22-Feb-2013","       40.37"
"25-Feb-2013","       40.44"
"26-Feb-2013","       39.62"
"27-Feb-2013","       31.64"
"28-Feb-2013","       31.45"
"01-Mar-2013","       31.61"
"04-Mar-2013","       31.67"
"05-Mar-2013","       32.03"
"06-Mar-2013","       32.07"
"07-Mar-2013","       32.22"
"08-Mar-2013","       32.51"
"11-Mar-2013","       32.67"
"12-Mar-2013","       32.52"
"13-Mar-2013","       32.58"
"14-Mar-2013","       32.60"
"15-Mar-2013","       32.68"
"18-Mar-2013","       32.82"
"19-Mar-2013","       32.77"
"20-Mar-2013","       32.80"
"21-Mar-2013","       32.55"
"22-Mar-2013","       32.39"
"25-Mar-2013","       32.33"
"26-Mar-2013","       32.41"
"28-Mar-2013","       32.40"
"01-Apr-2013","       32.70"
"02-Apr-2013","       33.40"
"03-Apr-2013","       33.47"
"04-Apr-2013","       33.31"
"05-Apr-2013","       33.38"
"08-Apr-2013","       33.67"
"09-Apr-2013","       33.46"
"10-Apr-2013","       33.57"
"11-Apr-2013","       33.92"
"12-Apr-2013","       33.98"
"15-Apr-2013","       33.70"
"16-Apr-2013","       34.22"
"17-Apr-2013","       34.53"
"18-Apr-2013","       34.59"
"22-Apr-2013","       34.64"
"23-Apr-2013","       34.85"
"25-Apr-2013","       35.69"
"26-Apr-2013","       35.41"
