"Date","P/E"
"01-Jan-2018","       47.18"
"02-Jan-2018","       46.93"
"03-Jan-2018","       46.70"
"04-Jan-2018","       47.26"
"05-Jan-2018","       47.59"
"08-Jan-2018","       48.26"
"09-Jan-2018","       47.93"
"10-Jan-2018","       47.82"
"11-Jan-2018","       47.94"
"12-Jan-2018","       47.79"
"15-Jan-2018","       47.39"
"16-Jan-2018","       47.21"
"17-Jan-2018","       47.80"
"18-Jan-2018","       47.23"
"19-Jan-2018","       47.28"
"22-Jan-2018","       47.36"
"23-Jan-2018","       47.92"
"24-Jan-2018","       48.21"
"25-Jan-2018","       47.73"
"29-Jan-2018","       47.20"
"30-Jan-2018","       46.92"
"31-Jan-2018","       47.44"
"01-Feb-2018","       46.20"
"02-Feb-2018","       45.62"
"05-Feb-2018","       45.75"
"06-Feb-2018","       44.75"
"07-Feb-2018","       45.08"
"08-Feb-2018","       46.73"
"09-Feb-2018","       46.52"
"12-Feb-2018","       47.12"
"14-Feb-2018","       46.57"
"15-Feb-2018","       49.23"
"16-Feb-2018","       49.09"
"19-Feb-2018","       48.27"
"20-Feb-2018","       48.23"
"21-Feb-2018","       47.28"
"22-Feb-2018","       47.38"
"23-Feb-2018","       47.63"
"26-Feb-2018","       47.47"
"27-Feb-2018","       47.25"
"28-Feb-2018","       46.92"
"01-Mar-2018","       46.69"
"05-Mar-2018","       49.57"
"06-Mar-2018","       48.98"
"07-Mar-2018","       48.22"
"08-Mar-2018","       48.06"
"09-Mar-2018","       47.67"
"12-Mar-2018","       48.14"
"13-Mar-2018","       47.89"
"14-Mar-2018","       47.83"
"15-Mar-2018","       47.66"
"16-Mar-2018","       46.98"
"19-Mar-2018","       46.27"
"20-Mar-2018","       46.62"
"21-Mar-2018","       46.34"
"22-Mar-2018","       46.06"
"23-Mar-2018","       45.26"
"26-Mar-2018","       45.60"
"27-Mar-2018","       45.94"
"28-Mar-2018","       45.43"
"02-Apr-2018","       48.41"
"03-Apr-2018","       48.65"
"04-Apr-2018","       48.12"
"05-Apr-2018","       48.60"
"06-Apr-2018","       49.26"
"09-Apr-2018","       49.07"
"10-Apr-2018","       48.96"
"11-Apr-2018","       49.20"
"12-Apr-2018","       48.77"
"13-Apr-2018","       49.02"
"16-Apr-2018","       49.79"
"17-Apr-2018","       49.57"
"18-Apr-2018","       49.36"
"19-Apr-2018","       49.58"
"20-Apr-2018","       49.53"
"23-Apr-2018","       50.26"
"24-Apr-2018","       50.45"
"25-Apr-2018","       49.98"
"26-Apr-2018","       49.96"
"27-Apr-2018","       50.47"
"30-Apr-2018","       50.88"
"02-May-2018","       50.32"
"03-May-2018","       50.35"
"04-May-2018","       49.51"
"07-May-2018","       49.27"
"08-May-2018","       49.15"
"09-May-2018","       48.88"
"10-May-2018","       47.98"
"11-May-2018","       47.42"
"14-May-2018","       47.52"
"15-May-2018","       47.17"
"16-May-2018","       47.16"
"17-May-2018","       47.19"
"18-May-2018","       46.11"
"21-May-2018","       44.83"
"22-May-2018","       45.59"
"23-May-2018","       45.31"
"24-May-2018","       46.08"
"25-May-2018","       46.59"
"28-May-2018","       48.21"
"29-May-2018","       47.71"
"30-May-2018","       47.20"
"31-May-2018","       46.63"
"01-Jun-2018","       46.59"
"04-Jun-2018","       46.55"
"05-Jun-2018","       46.05"
"06-Jun-2018","       46.71"
"07-Jun-2018","       46.81"
"08-Jun-2018","       48.81"
"11-Jun-2018","       49.05"
"12-Jun-2018","       50.32"
"13-Jun-2018","       50.76"
"14-Jun-2018","       51.69"
"15-Jun-2018","       52.85"
"18-Jun-2018","       53.46"
"19-Jun-2018","       53.09"
"20-Jun-2018","       52.84"
"21-Jun-2018","       52.30"
"22-Jun-2018","       53.22"
"25-Jun-2018","       52.80"
"26-Jun-2018","       51.92"
"27-Jun-2018","       52.86"
"28-Jun-2018","       52.21"
"29-Jun-2018","       52.24"
"02-Jul-2018","       52.90"
"03-Jul-2018","       54.01"
"04-Jul-2018","       54.44"
"05-Jul-2018","       53.71"
"06-Jul-2018","       53.22"
"09-Jul-2018","       53.90"
"10-Jul-2018","       53.72"
"11-Jul-2018","       53.45"
"12-Jul-2018","       53.54"
"13-Jul-2018","       53.07"
"16-Jul-2018","       50.88"
"17-Jul-2018","       51.69"
"18-Jul-2018","       51.46"
"19-Jul-2018","       50.67"
"20-Jul-2018","       51.52"
"23-Jul-2018","       51.76"
"24-Jul-2018","       52.41"
"25-Jul-2018","       51.94"
"26-Jul-2018","       52.09"
"27-Jul-2018","       52.35"
"30-Jul-2018","       52.79"
"31-Jul-2018","       53.16"
"01-Aug-2018","       53.87"
"02-Aug-2018","       54.58"
"03-Aug-2018","       55.02"
"06-Aug-2018","       53.71"
"07-Aug-2018","       53.50"
"08-Aug-2018","       60.79"
"09-Aug-2018","       60.42"
"10-Aug-2018","       59.69"
"13-Aug-2018","       60.00"
"14-Aug-2018","       58.14"
"16-Aug-2018","       58.85"
"17-Aug-2018","       59.45"
"20-Aug-2018","       60.09"
"21-Aug-2018","       61.02"
"23-Aug-2018","       61.80"
"24-Aug-2018","       60.82"
"27-Aug-2018","       59.23"
"28-Aug-2018","       58.05"
"29-Aug-2018","       57.81"
"30-Aug-2018","       58.45"
"31-Aug-2018","       51.42"
"03-Sep-2018","       51.26"
"04-Sep-2018","       50.50"
"05-Sep-2018","       50.98"
"06-Sep-2018","       52.37"
"07-Sep-2018","       52.76"
"10-Sep-2018","       51.69"
"11-Sep-2018","       50.86"
"12-Sep-2018","       51.42"
"14-Sep-2018","       52.71"
"17-Sep-2018","       51.98"
"18-Sep-2018","       51.79"
"19-Sep-2018","       51.74"
"21-Sep-2018","       50.73"
"24-Sep-2018","       49.46"
"25-Sep-2018","       50.70"
"26-Sep-2018","       50.91"
"27-Sep-2018","       49.94"
"28-Sep-2018","       49.35"
"01-Oct-2018","       49.66"
"03-Oct-2018","       49.25"
"04-Oct-2018","       47.66"
"05-Oct-2018","       47.25"
"08-Oct-2018","       47.04"
"09-Oct-2018","       47.70"
"10-Oct-2018","       48.36"
"11-Oct-2018","       46.96"
"12-Oct-2018","       47.14"
"15-Oct-2018","       48.37"
"16-Oct-2018","       48.68"
"17-Oct-2018","       47.94"
"19-Oct-2018","       47.76"
"22-Oct-2018","       47.74"
"23-Oct-2018","       46.36"
"24-Oct-2018","       46.19"
"25-Oct-2018","       45.25"
"26-Oct-2018","       45.11"
"29-Oct-2018","       47.46"
"30-Oct-2018","       46.34"
"31-Oct-2018","       47.42"
"01-Nov-2018","       46.69"
"02-Nov-2018","       46.40"
"05-Nov-2018","       45.97"
"06-Nov-2018","       45.95"
"07-Nov-2018","       46.22"
"09-Nov-2018","       46.86"
"12-Nov-2018","       46.44"
"13-Nov-2018","       45.79"
"14-Nov-2018","       44.79"
"15-Nov-2018","       44.80"
"16-Nov-2018","       45.20"
"19-Nov-2018","       45.67"
"20-Nov-2018","       44.78"
"21-Nov-2018","       45.54"
"22-Nov-2018","       44.55"
"26-Nov-2018","       50.46"
"27-Nov-2018","       49.79"
"28-Nov-2018","       49.55"
"29-Nov-2018","       49.97"
"30-Nov-2018","       50.98"
"03-Dec-2018","       49.76"
"04-Dec-2018","       49.82"
"05-Dec-2018","       48.44"
"06-Dec-2018","       47.75"
"07-Dec-2018","       47.72"
"10-Dec-2018","       46.92"
"11-Dec-2018","       48.08"
"12-Dec-2018","       48.38"
"13-Dec-2018","       48.43"
"14-Dec-2018","       47.97"
"17-Dec-2018","       48.21"
"18-Dec-2018","       48.59"
"19-Dec-2018","       48.50"
"20-Dec-2018","       48.67"
"21-Dec-2018","       48.23"
"24-Dec-2018","       47.97"
"26-Dec-2018","       47.74"
"27-Dec-2018","       47.63"
"28-Dec-2018","       48.51"
