"Date","P/E"
"01-Jan-2015","       35.11"
"02-Jan-2015","       35.21"
"05-Jan-2015","       35.10"
"06-Jan-2015","       34.19"
"07-Jan-2015","       34.09"
"08-Jan-2015","       34.51"
"09-Jan-2015","       35.15"
"12-Jan-2015","       35.28"
"13-Jan-2015","       35.31"
"14-Jan-2015","       34.98"
"15-Jan-2015","       35.15"
"16-Jan-2015","       35.68"
"19-Jan-2015","       36.16"
"20-Jan-2015","       36.29"
"21-Jan-2015","       36.39"
"22-Jan-2015","       36.99"
"23-Jan-2015","       37.22"
"27-Jan-2015","       37.23"
"28-Jan-2015","       37.21"
"29-Jan-2015","       40.33"
"30-Jan-2015","       40.13"
"02-Feb-2015","       39.90"
"03-Feb-2015","       39.53"
"04-Feb-2015","       39.89"
"05-Feb-2015","       39.54"
"06-Feb-2015","       38.85"
"09-Feb-2015","       38.82"
"10-Feb-2015","       38.80"
"11-Feb-2015","       47.05"
"12-Feb-2015","       47.91"
"13-Feb-2015","       48.70"
"16-Feb-2015","       48.25"
"18-Feb-2015","       48.67"
"19-Feb-2015","       48.97"
"20-Feb-2015","       48.39"
"23-Feb-2015","       47.95"
"24-Feb-2015","       48.04"
"25-Feb-2015","       47.51"
"26-Feb-2015","       47.01"
"27-Feb-2015","       47.60"
"28-Feb-2015","       48.60"
"02-Mar-2015","       49.53"
"03-Mar-2015","       50.11"
"04-Mar-2015","       50.78"
"05-Mar-2015","       52.03"
"09-Mar-2015","       52.22"
"10-Mar-2015","       52.03"
"11-Mar-2015","       51.55"
"12-Mar-2015","       52.16"
"13-Mar-2015","       51.44"
"16-Mar-2015","       51.41"
"17-Mar-2015","       52.38"
"18-Mar-2015","       52.45"
"19-Mar-2015","       52.72"
"20-Mar-2015","       51.99"
"23-Mar-2015","       52.00"
"24-Mar-2015","       52.95"
"25-Mar-2015","       53.22"
"26-Mar-2015","       52.22"
"27-Mar-2015","       51.85"
"30-Mar-2015","       52.33"
"31-Mar-2015","       52.91"
"01-Apr-2015","       54.11"
"06-Apr-2015","       56.87"
"07-Apr-2015","       56.75"
"08-Apr-2015","       56.97"
"09-Apr-2015","       55.80"
"10-Apr-2015","       55.63"
"13-Apr-2015","       56.53"
"15-Apr-2015","       55.54"
"16-Apr-2015","       54.58"
"17-Apr-2015","       52.77"
"20-Apr-2015","       52.54"
"21-Apr-2015","       50.60"
"22-Apr-2015","       51.21"
"23-Apr-2015","       50.64"
"24-Apr-2015","       50.30"
"27-Apr-2015","       51.28"
"28-Apr-2015","       51.61"
"29-Apr-2015","       51.86"
"30-Apr-2015","       51.92"
"04-May-2015","       53.11"
"05-May-2015","       53.36"
"06-May-2015","       51.84"
"07-May-2015","       51.13"
"08-May-2015","       52.13"
"11-May-2015","       55.87"
"12-May-2015","       55.57"
"13-May-2015","       55.61"
"14-May-2015","       55.51"
"15-May-2015","       55.76"
"18-May-2015","       56.63"
"19-May-2015","       56.71"
"20-May-2015","       56.86"
"21-May-2015","       55.77"
"22-May-2015","       57.32"
"25-May-2015","       56.80"
"26-May-2015","       56.54"
"27-May-2015","       56.30"
"28-May-2015","       55.43"
"29-May-2015","       56.33"
"01-Jun-2015","       52.51"
"02-Jun-2015","       51.74"
"03-Jun-2015","       51.07"
"04-Jun-2015","       51.62"
"05-Jun-2015","       51.98"
"08-Jun-2015","       51.49"
"09-Jun-2015","       50.58"
"10-Jun-2015","       51.01"
"11-Jun-2015","       50.26"
"12-Jun-2015","       50.35"
"15-Jun-2015","       50.90"
"16-Jun-2015","       51.00"
"17-Jun-2015","       51.91"
"18-Jun-2015","       52.61"
"19-Jun-2015","       52.49"
"22-Jun-2015","       52.80"
"23-Jun-2015","       52.94"
"24-Jun-2015","       53.33"
"25-Jun-2015","       53.37"
"26-Jun-2015","       53.63"
"29-Jun-2015","       53.01"
"30-Jun-2015","       54.24"
