"Date","P/E"
"02-Jan-2017","       38.35"
"03-Jan-2017","       38.38"
"04-Jan-2017","       38.28"
"05-Jan-2017","       38.85"
"06-Jan-2017","       38.91"
"09-Jan-2017","       38.35"
"10-Jan-2017","       38.56"
"11-Jan-2017","       39.06"
"12-Jan-2017","       38.82"
"13-Jan-2017","       38.99"
"16-Jan-2017","       38.89"
"17-Jan-2017","       38.92"
"18-Jan-2017","       39.01"
"19-Jan-2017","       38.78"
"20-Jan-2017","       38.47"
"23-Jan-2017","       38.12"
"24-Jan-2017","       38.59"
"25-Jan-2017","       38.57"
"27-Jan-2017","       38.70"
"30-Jan-2017","       38.86"
"31-Jan-2017","       38.21"
"01-Feb-2017","       38.03"
"02-Feb-2017","       38.83"
"03-Feb-2017","       39.40"
"06-Feb-2017","       39.98"
"07-Feb-2017","       37.78"
"08-Feb-2017","       37.71"
"09-Feb-2017","       37.56"
"10-Feb-2017","       36.91"
"13-Feb-2017","       36.65"
"14-Feb-2017","       36.36"
"15-Feb-2017","       35.75"
"16-Feb-2017","       36.70"
"17-Feb-2017","       37.50"
"20-Feb-2017","       38.26"
"21-Feb-2017","       38.27"
"22-Feb-2017","       38.05"
"23-Feb-2017","       37.97"
"27-Feb-2017","       38.00"
"28-Feb-2017","       38.04"
"01-Mar-2017","       38.46"
"02-Mar-2017","       37.89"
"03-Mar-2017","       38.15"
"06-Mar-2017","       38.14"
"07-Mar-2017","       37.96"
"08-Mar-2017","       38.04"
"09-Mar-2017","       37.73"
"10-Mar-2017","       37.62"
"14-Mar-2017","       38.27"
"15-Mar-2017","       38.35"
"16-Mar-2017","       38.57"
"17-Mar-2017","       38.37"
"20-Mar-2017","       38.50"
"21-Mar-2017","       37.72"
"22-Mar-2017","       37.78"
"23-Mar-2017","       38.01"
"24-Mar-2017","       37.94"
"27-Mar-2017","       37.53"
"28-Mar-2017","       37.73"
"29-Mar-2017","       37.45"
"30-Mar-2017","       37.41"
"31-Mar-2017","       37.42"
"03-Apr-2017","       37.75"
"05-Apr-2017","       37.89"
"06-Apr-2017","       37.63"
"07-Apr-2017","       36.97"
"10-Apr-2017","       37.08"
"11-Apr-2017","       37.22"
"12-Apr-2017","       37.54"
"13-Apr-2017","       37.85"
"17-Apr-2017","       37.55"
"18-Apr-2017","       37.22"
"19-Apr-2017","       37.10"
"20-Apr-2017","       37.03"
"21-Apr-2017","       36.69"
"24-Apr-2017","       36.58"
"25-Apr-2017","       36.81"
"26-Apr-2017","       36.65"
"27-Apr-2017","       36.30"
"28-Apr-2017","       36.38"
"02-May-2017","       36.07"
